feature,mean_abs_shap,importance_pct,rank
ext_fedfunds_level,1.1348951,17.238865,1
ext_us2y_level,0.9171681,13.931627,2
ma_50_vs_200,0.8304168,12.61389,3
ext_vix_level,0.3644981,5.5366645,4
close_vs_ma_200,0.30703524,4.663813,5
ext_us10y_level,0.23571584,3.5804834,6
macd,0.21686634,3.2941628,7
sentiment_positive_ratio_60d,0.21309654,3.2369003,8
month,0.18127495,2.7535357,9
close_vs_ma_100,0.17816329,2.7062702,10
volatility_60d,0.15826221,2.403976,11
macd_signal,0.13510819,2.0522704,12
volatility_45d,0.13508849,2.0519712,13
return_30d,0.11097587,1.6857047,14
news_count_15d,0.103750706,1.5759555,15
ext_yield_curve_10y2y,0.098316684,1.4934137,16
sentiment_mean_60d,0.073472895,1.1160408,17
ext_us10y_change_1d,0.07290109,1.1073552,18
volatility_20d,0.05909253,0.8976054,19
return_15d,0.055018447,0.8357209,20
news_count_60d,0.05459391,0.8292723,21
return_60d,0.053468835,0.8121825,22
volatility_30d,0.051171828,0.77729136,23
news_count_45d,0.048334334,0.73419034,24
close_vs_ma_15,0.04664545,0.7085365,25
sentiment_momentum_15_45,0.046628516,0.70827925,26
volatility_15d,0.04330074,0.6577309,27
volatility_10d,0.041336488,0.6278942,28
sentiment_mean_30d,0.03336498,0.5068084,29
macd_diff,0.032594237,0.49510095,30
return_10d,0.02905971,0.44141206,31
close_vs_ma_10,0.026762482,0.40651757,32
sentiment_negative_ratio_45d,0.026599804,0.40404654,33
news_count_20d,0.022538695,0.34235895,34
sentiment_positive_ratio_45d,0.019063916,0.28957763,35
rsi_28,0.019003553,0.28866076,36
rsi_14,0.018573968,0.28213543,37
close_vs_ma_30,0.018406395,0.27959,38
range_pct,0.017445674,0.26499683,39
ext_sp500_return_5d,0.017102689,0.25978693,40
close_vs_ma_60,0.015085453,0.22914547,41
bollinger_position,0.013574203,0.20618984,42
news_count_log_15d,0.0122797815,0.1865278,43
news_count_log_60d,0.012213312,0.18551815,44
sentiment_momentum_20_60,0.011997571,0.18224107,45
close_vs_ma_20,0.011828838,0.17967804,46
close_vs_ma_45,0.011749913,0.17847918,47
news_count_30d,0.0115186265,0.17496598,48
volatility_5d,0.01149454,0.17460011,49
sentiment_negative_ratio_15d,0.011300976,0.17165992,50
return_1d,0.010351526,0.15723792,51
return_5d,0.010276372,0.15609634,52
ma_20_vs_50,0.010026722,0.1523042,53
ext_vix_change_5d,0.009614826,0.14604758,54
sentiment_positive_ratio_10d,0.0091671655,0.13924769,55
sentiment_momentum_10_30,0.0087579945,0.13303244,56
sentiment_positive_ratio_30d,0.008485638,0.12889539,57
ext_fedfunds_change_5d,0.008358622,0.12696604,58
ext_nasdaq100_return_5d,0.008308552,0.1262055,59
sentiment_negative_ratio_60d,0.008243835,0.12522244,60
sentiment_negative_ratio_30d,0.008017155,0.121779226,61
sentiment_mean_45d,0.007833315,0.118986726,62
ext_eurusd_return_5d,0.0073123425,0.11107324,63
return_45d,0.0068281647,0.10371866,64
sentiment_available_15d,0.0062775947,0.0953556,65
volume_vs_ma20,0.0060820137,0.092384756,66
news_count_log_20d,0.006060745,0.09206169,67
sentiment_mean_15d,0.0059755268,0.090767235,68
return_20d,0.0055235336,0.08390153,69
sentiment_negative_ratio_20d,0.005363352,0.08146841,70
sentiment_mean_20d,0.0049372977,0.07499671,71
intraday_return,0.0048052818,0.07299141,72
ext_sp500_return_1d,0.004211657,0.06397436,73
sentiment_negative_ratio_10d,0.004184756,0.06356573,74
news_count_log_45d,0.0038162372,0.057967998,75
sentiment_positive_ratio_20d,0.0037902968,0.057573967,76
return_2d,0.0034914322,0.053034265,77
sentiment_mean_10d,0.003135893,0.047633685,78
sentiment_mean_5d,0.003052347,0.046364635,79
news_count_log_30d,0.002530129,0.03843223,80
close_vs_ma_50,0.0023476146,0.03565987,81
ext_eurusd_return_1d,0.0021434645,0.032558862,82
return_3d,0.0020029733,0.030424824,83
sentiment_negative_ratio_5d,0.0019821092,0.0301079,84
ext_vix_change_1d,0.0017453583,0.026511697,85
volume_change_1d,0.0016298903,0.024757756,86
sentiment_momentum_5_20,0.0014232892,0.021619521,87
sentiment_positive_ratio_15d,0.0011948259,0.018149203,88
news_count_log_5d,0.00081042526,0.012310222,89
news_count_5d,0.0007950928,0.012077324,90
news_count_log_10d,0.00069214904,0.010513626,91
ext_nasdaq100_return_1d,0.0005894643,0.008953864,92
gap_return,0.00042968144,0.0065267878,93
close_vs_ma_5,0.00034328538,0.0052144467,94
news_count_10d,0.0002454534,0.0037283958,95
day_of_week,0.0,0.0,96
sentiment_available_10d,0.0,0.0,97
sentiment_available_1d,0.0,0.0,98
sentiment_positive_ratio_5d,0.0,0.0,99
sentiment_positive_ratio_1d,0.0,0.0,100
sentiment_negative_ratio_1d,0.0,0.0,101
news_count_1d,0.0,0.0,102
sentiment_mean_1d,0.0,0.0,103
ext_us2y_change_1d,0.0,0.0,104
news_count_log_1d,0.0,0.0,105
sentiment_available_5d,0.0,0.0,106
sentiment_available_30d,0.0,0.0,107
sentiment_available_20d,0.0,0.0,108
sentiment_available_45d,0.0,0.0,109
sentiment_available_60d,0.0,0.0,110
