feature,importance,rank
news_count_1d,0.012538256,1
ext_eurusd_return_1d,0.0122299455,2
news_count_log_45d,0.012022909,3
sentiment_positive_ratio_45d,0.011978381,4
close_vs_ma_60,0.011930128,5
return_45d,0.011888309,6
sentiment_momentum_10_30,0.0117612295,7
day_of_week,0.011754624,8
sentiment_mean_45d,0.011687525,9
sentiment_positive_ratio_10d,0.011579188,10
return_3d,0.011575083,11
news_count_log_15d,0.011451307,12
news_count_log_20d,0.011409819,13
close_vs_ma_20,0.011289238,14
sentiment_negative_ratio_30d,0.011097692,15
close_vs_ma_15,0.011045894,16
return_30d,0.011030422,17
sentiment_negative_ratio_10d,0.0110131195,18
bollinger_position,0.010886908,19
close_vs_ma_10,0.010835022,20
return_15d,0.010776184,21
sentiment_positive_ratio_20d,0.010734384,22
sentiment_negative_ratio_45d,0.010731162,23
sentiment_mean_60d,0.010693497,24
volatility_45d,0.010676815,25
range_pct,0.010656704,26
ext_us2y_change_1d,0.010499686,27
ext_vix_change_1d,0.010491039,28
sentiment_momentum_15_45,0.0104653705,29
ext_yield_curve_10y2y,0.010463886,30
close_vs_ma_5,0.010420174,31
news_count_log_10d,0.01041647,32
close_vs_ma_50,0.0103861755,33
macd_signal,0.01035054,34
return_1d,0.010292437,35
volatility_60d,0.010286802,36
ext_eurusd_return_5d,0.0102779195,37
sentiment_positive_ratio_1d,0.01024178,38
sentiment_mean_30d,0.010239787,39
ext_fedfunds_level,0.010185454,40
news_count_log_30d,0.010158421,41
ext_us2y_level,0.010072363,42
news_count_15d,0.010041752,43
gap_return,0.00999641,44
sentiment_positive_ratio_30d,0.009951082,45
return_5d,0.009905425,46
return_60d,0.009866199,47
ext_sp500_return_1d,0.00986112,48
sentiment_mean_5d,0.009812825,49
close_vs_ma_30,0.009784679,50
news_count_log_5d,0.009750402,51
return_2d,0.009742587,52
ext_us10y_level,0.009741502,53
close_vs_ma_45,0.009736988,54
sentiment_mean_20d,0.00972641,55
volatility_5d,0.009725489,56
sentiment_mean_10d,0.009714746,57
news_count_5d,0.009709164,58
volume_change_1d,0.009684089,59
ext_vix_level,0.009667768,60
sentiment_mean_1d,0.009636658,61
close_vs_ma_200,0.009636404,62
return_10d,0.009605863,63
ext_nasdaq100_return_1d,0.009583222,64
return_20d,0.009565635,65
volatility_30d,0.009534319,66
news_count_20d,0.009524176,67
ma_50_vs_200,0.009511231,68
macd,0.009501156,69
sentiment_negative_ratio_1d,0.009500177,70
month,0.009484418,71
intraday_return,0.00947521,72
volatility_20d,0.009415723,73
sentiment_momentum_5_20,0.009401445,74
volume_vs_ma20,0.009259789,75
rsi_28,0.009253935,76
sentiment_momentum_20_60,0.009233499,77
close_vs_ma_100,0.0092179505,78
rsi_14,0.009182175,79
volatility_10d,0.009168277,80
sentiment_negative_ratio_60d,0.009131917,81
ext_fedfunds_change_5d,0.009054757,82
news_count_45d,0.009014861,83
volatility_15d,0.008911896,84
sentiment_mean_15d,0.00881749,85
ext_nasdaq100_return_5d,0.00866438,86
news_count_10d,0.008580399,87
sentiment_positive_ratio_60d,0.008552758,88
news_count_30d,0.008526661,89
sentiment_negative_ratio_20d,0.008458937,90
ext_sp500_return_5d,0.008453707,91
ext_vix_change_5d,0.008419495,92
ma_20_vs_50,0.008381479,93
sentiment_negative_ratio_15d,0.008352351,94
sentiment_positive_ratio_15d,0.008106192,95
ext_us10y_change_1d,0.008103706,96
sentiment_negative_ratio_5d,0.008083381,97
macd_diff,0.007759323,98
news_count_60d,0.0070515876,99
news_count_log_60d,0.0069823237,100
sentiment_positive_ratio_5d,0.006960469,101
sentiment_available_5d,0.0,102
sentiment_available_10d,0.0,103
sentiment_available_1d,0.0,104
news_count_log_1d,0.0,105
sentiment_available_15d,0.0,106
sentiment_available_30d,0.0,107
sentiment_available_20d,0.0,108
sentiment_available_45d,0.0,109
sentiment_available_60d,0.0,110
