feature,mean_abs_shap,importance_pct,rank
range_pct,0.1104968,5.5458517,1
ext_eurusd_return_1d,0.08316974,4.1743026,2
sentiment_momentum_10_30,0.07635032,3.8320343,3
intraday_return,0.06654509,3.3399086,4
return_15d,0.0589548,2.9589505,5
sentiment_mean_30d,0.058264248,2.9242916,6
ext_eurusd_return_5d,0.056417815,2.8316188,7
volume_change_1d,0.056021247,2.8117151,8
close_vs_ma_5,0.05585637,2.8034399,9
ext_us2y_change_1d,0.053598765,2.6901305,10
close_vs_ma_60,0.046324823,2.32505,11
return_60d,0.04613508,2.3155267,12
sentiment_mean_60d,0.03813316,1.9139092,13
bollinger_position,0.03741897,1.8780639,14
ma_50_vs_200,0.03701193,1.8576344,15
ext_vix_change_1d,0.03628146,1.820972,16
gap_return,0.03614573,1.81416,17
sentiment_positive_ratio_10d,0.034233183,1.7181687,18
sentiment_momentum_15_45,0.03391005,1.7019507,19
sentiment_mean_45d,0.03195208,1.6036799,20
sentiment_positive_ratio_30d,0.031316288,1.5717695,21
close_vs_ma_200,0.02931868,1.471509,22
ext_fedfunds_change_5d,0.028619196,1.4364018,23
return_45d,0.025473557,1.2785218,24
ma_20_vs_50,0.024745898,1.2420005,25
ext_nasdaq100_return_5d,0.024550546,1.2321957,26
ext_us2y_level,0.024496602,1.2294883,27
sentiment_momentum_20_60,0.024058705,1.2075102,28
volatility_10d,0.024031658,1.2061526,29
volatility_20d,0.023805667,1.1948102,30
volatility_45d,0.023199137,1.1643684,31
volatility_30d,0.022788329,1.1437498,32
return_20d,0.022472762,1.1279114,33
volatility_5d,0.02241666,1.1250957,34
return_3d,0.021814665,1.0948814,35
volatility_60d,0.020822898,1.0451045,36
volume_vs_ma20,0.020820078,1.0449629,37
close_vs_ma_100,0.020504674,1.0291327,38
macd,0.018810261,0.9440899,39
rsi_14,0.017780563,0.8924092,40
month,0.01766597,0.8866577,41
ext_sp500_return_1d,0.01746872,0.8767578,42
ext_sp500_return_5d,0.016348122,0.82051474,43
return_1d,0.015738849,0.78993523,44
return_10d,0.015356463,0.7707433,45
close_vs_ma_15,0.015026679,0.75419134,46
ext_yield_curve_10y2y,0.014932165,0.7494477,47
return_5d,0.014791119,0.7423686,48
volatility_15d,0.014605547,0.7330547,49
macd_diff,0.014573791,0.73146087,50
macd_signal,0.014549083,0.73022074,51
close_vs_ma_10,0.014383453,0.72190773,52
close_vs_ma_45,0.013305441,0.66780216,53
ext_vix_level,0.012836161,0.6442489,54
ext_nasdaq100_return_1d,0.012823645,0.6436207,55
return_30d,0.012091189,0.6068586,56
news_count_30d,0.012020869,0.6033293,57
sentiment_positive_ratio_1d,0.011973697,0.6009617,58
ext_vix_change_5d,0.011843679,0.59443605,59
close_vs_ma_30,0.011826197,0.59355867,60
rsi_28,0.011794605,0.59197307,61
ext_fedfunds_level,0.0111602135,0.56013286,62
close_vs_ma_20,0.010664342,0.535245,63
return_2d,0.010292908,0.5166027,64
ext_us10y_level,0.009734274,0.48856473,65
news_count_5d,0.009605531,0.48210308,66
sentiment_positive_ratio_60d,0.008782501,0.44079512,67
day_of_week,0.007960171,0.39952224,68
sentiment_mean_5d,0.0069449493,0.34856808,69
close_vs_ma_50,0.006536682,0.3280771,70
sentiment_momentum_5_20,0.0065343324,0.32795918,71
sentiment_negative_ratio_5d,0.0052589225,0.26394612,72
sentiment_mean_10d,0.0051090014,0.25642157,73
sentiment_positive_ratio_20d,0.0049171853,0.24679428,74
sentiment_negative_ratio_20d,0.004825782,0.24220675,75
sentiment_negative_ratio_45d,0.0047496646,0.23838641,76
news_count_20d,0.0044431402,0.22300191,77
sentiment_negative_ratio_10d,0.0041892906,0.21026117,78
ext_us10y_change_1d,0.004041115,0.20282418,79
news_count_15d,0.004007828,0.2011535,80
sentiment_positive_ratio_15d,0.0038737075,0.19442198,81
sentiment_negative_ratio_1d,0.0036580698,0.1835991,82
news_count_60d,0.003584432,0.1799032,83
news_count_log_30d,0.0031847432,0.15984276,84
sentiment_negative_ratio_60d,0.003062768,0.1537208,85
sentiment_mean_15d,0.0029663586,0.148882,86
news_count_45d,0.0025107984,0.12601736,87
sentiment_positive_ratio_45d,0.0023602587,0.11846175,88
news_count_log_20d,0.0020432803,0.10255255,89
sentiment_mean_1d,0.0019333528,0.09703528,90
sentiment_mean_20d,0.0019298233,0.09685814,91
sentiment_negative_ratio_15d,0.0017072832,0.08568881,92
sentiment_negative_ratio_30d,0.0016760984,0.08412364,93
news_count_log_5d,0.0015924748,0.07992656,94
sentiment_positive_ratio_5d,0.001447573,0.07265391,95
news_count_1d,0.001008998,0.050641764,96
news_count_log_60d,0.00084813277,0.042567916,97
news_count_log_15d,0.0006699256,0.03362367,98
news_count_10d,0.00064362184,0.03230348,99
news_count_log_10d,0.00064259546,0.032251965,100
news_count_log_45d,0.00029666454,0.014889639,101
sentiment_available_5d,0.0,0.0,102
sentiment_available_10d,0.0,0.0,103
sentiment_available_1d,0.0,0.0,104
news_count_log_1d,0.0,0.0,105
sentiment_available_15d,0.0,0.0,106
sentiment_available_30d,0.0,0.0,107
sentiment_available_20d,0.0,0.0,108
sentiment_available_45d,0.0,0.0,109
sentiment_available_60d,0.0,0.0,110
