feature,importance,rank
ext_us2y_level,0.032807834,1
sentiment_mean_60d,0.029865006,2
ext_fedfunds_level,0.029805489,3
rsi_14,0.026802829,4
close_vs_ma_100,0.024248717,5
news_count_log_45d,0.024194833,6
ext_yield_curve_10y2y,0.02418815,7
sentiment_positive_ratio_60d,0.022367492,8
rsi_28,0.022251623,9
news_count_log_15d,0.021552546,10
news_count_60d,0.020252293,11
close_vs_ma_200,0.019483143,12
ma_50_vs_200,0.01796811,13
ext_us10y_level,0.017591447,14
volatility_30d,0.017544838,15
macd,0.01711756,16
ext_vix_level,0.016542038,17
close_vs_ma_60,0.016234208,18
volatility_20d,0.014994447,19
volatility_60d,0.014793293,20
return_60d,0.014622887,21
month,0.014335172,22
news_count_log_60d,0.014226037,23
sentiment_negative_ratio_45d,0.014222116,24
volatility_45d,0.01309665,25
macd_signal,0.012735232,26
sentiment_positive_ratio_45d,0.012362198,27
volatility_15d,0.011957942,28
close_vs_ma_15,0.011780898,29
news_count_20d,0.011776256,30
news_count_30d,0.011137255,31
sentiment_mean_30d,0.011124619,32
volume_vs_ma20,0.011086718,33
return_5d,0.01064454,34
close_vs_ma_45,0.010484096,35
range_pct,0.010131485,36
macd_diff,0.009838162,37
news_count_log_20d,0.0097692,38
sentiment_negative_ratio_60d,0.0096495915,39
bollinger_position,0.009580752,40
news_count_45d,0.009572776,41
close_vs_ma_30,0.009466351,42
sentiment_momentum_5_20,0.009430601,43
ma_20_vs_50,0.00940705,44
ext_sp500_return_5d,0.0093985135,45
sentiment_mean_45d,0.009230689,46
gap_return,0.0089892335,47
sentiment_positive_ratio_20d,0.008833141,48
sentiment_positive_ratio_30d,0.008649894,49
return_45d,0.008626018,50
close_vs_ma_20,0.008376987,51
volatility_10d,0.008290946,52
news_count_log_30d,0.008097755,53
close_vs_ma_5,0.008090997,54
volume_change_1d,0.008088786,55
sentiment_momentum_10_30,0.008022538,56
sentiment_positive_ratio_5d,0.0079088565,57
news_count_15d,0.007870936,58
news_count_10d,0.0072850934,59
close_vs_ma_10,0.007243186,60
ext_eurusd_return_5d,0.007230221,61
sentiment_mean_5d,0.007067486,62
close_vs_ma_50,0.0070123067,63
sentiment_momentum_20_60,0.0069777174,64
return_20d,0.0066307066,65
sentiment_mean_20d,0.0066249017,66
ext_nasdaq100_return_5d,0.0065936637,67
sentiment_negative_ratio_10d,0.006529171,68
return_15d,0.006499679,69
ext_vix_change_5d,0.0064033307,70
ext_eurusd_return_1d,0.006401136,71
sentiment_positive_ratio_10d,0.0063412776,72
return_10d,0.0063273045,73
volatility_5d,0.0063008266,74
sentiment_momentum_15_45,0.0061988863,75
sentiment_negative_ratio_30d,0.006098728,76
return_30d,0.0059764134,77
sentiment_negative_ratio_20d,0.0059423973,78
sentiment_mean_15d,0.005917615,79
sentiment_mean_10d,0.0056907493,80
sentiment_positive_ratio_15d,0.005635995,81
news_count_log_5d,0.0053553907,82
intraday_return,0.004792743,83
sentiment_mean_1d,0.0044039637,84
news_count_5d,0.0037006328,85
return_1d,0.0034591702,86
ext_sp500_return_1d,0.0032986565,87
return_2d,0.002708539,88
ext_vix_change_1d,0.0018323086,89
return_3d,0.0,90
ext_nasdaq100_return_1d,0.0,91
day_of_week,0.0,92
ext_us10y_change_1d,0.0,93
ext_us2y_change_1d,0.0,94
news_count_log_10d,0.0,95
sentiment_available_10d,0.0,96
sentiment_negative_ratio_5d,0.0,97
sentiment_available_5d,0.0,98
news_count_log_1d,0.0,99
sentiment_available_1d,0.0,100
sentiment_negative_ratio_1d,0.0,101
news_count_1d,0.0,102
ext_fedfunds_change_5d,0.0,103
sentiment_positive_ratio_1d,0.0,104
sentiment_available_15d,0.0,105
sentiment_negative_ratio_15d,0.0,106
sentiment_available_30d,0.0,107
sentiment_available_20d,0.0,108
sentiment_available_45d,0.0,109
sentiment_available_60d,0.0,110
