feature,mean_abs_shap,importance_pct,rank
ext_eurusd_return_5d,0.07105885,3.5146463,1
sentiment_negative_ratio_60d,0.06842289,3.3842695,2
ext_eurusd_return_1d,0.059461597,2.941034,3
news_count_10d,0.05927432,2.931771,4
sentiment_momentum_5_20,0.056247998,2.7820861,5
ext_us2y_change_1d,0.048518393,2.3997715,6
intraday_return,0.046757784,2.3126898,7
range_pct,0.045981463,2.2742922,8
ma_50_vs_200,0.04527666,2.239432,9
volume_change_1d,0.043831237,2.1679397,10
ext_vix_change_1d,0.04347493,2.1503165,11
volatility_45d,0.0425444,2.1042914,12
return_60d,0.04098339,2.0270822,13
return_15d,0.040582586,2.0072582,14
volatility_5d,0.036819797,1.8211465,15
ext_us10y_level,0.035340115,1.7479599,16
close_vs_ma_30,0.03444358,1.7036163,17
sentiment_momentum_15_45,0.034297213,1.6963767,18
ext_us2y_level,0.033780903,1.6708394,19
ext_nasdaq100_return_5d,0.03358728,1.6612629,20
volatility_15d,0.033460207,1.6549776,21
return_1d,0.03156994,1.5614829,22
gap_return,0.030914217,1.5290501,23
ext_vix_change_5d,0.030562416,1.5116497,24
return_2d,0.029642496,1.4661496,25
close_vs_ma_100,0.028870277,1.4279547,26
macd_diff,0.028709337,1.4199945,27
sentiment_positive_ratio_5d,0.026288372,1.3002509,28
return_3d,0.02529239,1.2509886,29
return_45d,0.025236793,1.2482387,30
sentiment_momentum_20_60,0.02515043,1.243967,31
volatility_10d,0.024097262,1.1918763,32
sentiment_mean_60d,0.02402777,1.1884392,33
sentiment_mean_5d,0.023304088,1.1526451,34
sentiment_negative_ratio_10d,0.022524517,1.1140866,35
sentiment_mean_45d,0.022343565,1.1051366,36
return_5d,0.020815426,1.0295533,37
sentiment_positive_ratio_45d,0.02020115,0.9991704,38
ext_yield_curve_10y2y,0.019055022,0.94248176,39
rsi_14,0.018722486,0.92603415,40
volatility_20d,0.017855354,0.88314486,41
ext_sp500_return_5d,0.017849935,0.8828769,42
volume_vs_ma20,0.017846804,0.88272196,43
news_count_60d,0.017278612,0.85461855,44
ext_nasdaq100_return_1d,0.01589294,0.7860818,45
ext_vix_level,0.01586511,0.7847053,46
sentiment_mean_15d,0.015384375,0.7609276,47
sentiment_momentum_10_30,0.014536681,0.71899974,48
sentiment_positive_ratio_30d,0.014440211,0.7142283,49
return_20d,0.014410912,0.7127791,50
sentiment_positive_ratio_15d,0.014247318,0.70468754,51
sentiment_positive_ratio_60d,0.014080642,0.69644356,52
macd,0.013687326,0.67698973,53
ext_fedfunds_change_5d,0.013627356,0.67402357,54
return_10d,0.01341329,0.66343564,55
close_vs_ma_5,0.013122872,0.6490713,56
sentiment_positive_ratio_10d,0.012847964,0.63547397,57
rsi_28,0.012288761,0.60781527,58
return_30d,0.0122234775,0.60458624,59
ma_20_vs_50,0.012200144,0.6034322,60
sentiment_mean_1d,0.011864315,0.5868217,61
sentiment_negative_ratio_5d,0.011789617,0.583127,62
news_count_45d,0.011723219,0.579843,63
sentiment_negative_ratio_1d,0.011266966,0.5572762,64
sentiment_negative_ratio_15d,0.010574731,0.5230375,65
ext_sp500_return_1d,0.010420023,0.5153855,66
news_count_15d,0.0104092695,0.5148536,67
close_vs_ma_15,0.010090095,0.4990669,68
bollinger_position,0.010054901,0.49732617,69
sentiment_negative_ratio_20d,0.010024847,0.4958397,70
sentiment_mean_10d,0.0097660255,0.48303804,71
sentiment_mean_30d,0.009601202,0.4748857,72
sentiment_negative_ratio_45d,0.009512587,0.47050273,73
news_count_log_15d,0.008927041,0.44154096,74
macd_signal,0.008727792,0.4316859,75
close_vs_ma_20,0.008493813,0.42011306,76
volatility_60d,0.008428185,0.41686708,77
close_vs_ma_10,0.008275505,0.40931535,78
volatility_30d,0.0081849955,0.40483862,79
close_vs_ma_50,0.00800615,0.39599273,80
close_vs_ma_200,0.00785984,0.3887561,81
month,0.00769116,0.38041297,82
sentiment_mean_20d,0.0073006395,0.36109743,83
close_vs_ma_60,0.0072672702,0.35944694,84
news_count_30d,0.0072170715,0.35696408,85
ext_us10y_change_1d,0.0069712615,0.34480605,86
ext_fedfunds_level,0.006872853,0.33993864,87
news_count_20d,0.0068123834,0.33694777,88
day_of_week,0.006492292,0.3211157,89
sentiment_positive_ratio_20d,0.005293408,0.2618176,90
sentiment_positive_ratio_1d,0.004769386,0.23589891,91
sentiment_negative_ratio_30d,0.004563978,0.22573923,92
news_count_log_30d,0.0033847848,0.16741507,93
news_count_log_10d,0.0029777773,0.14728405,94
news_count_log_60d,0.002939723,0.14540184,95
close_vs_ma_45,0.002745792,0.13580981,96
news_count_log_45d,0.0025788185,0.12755111,97
news_count_1d,0.0023073442,0.11412371,98
news_count_5d,0.0016276452,0.08050507,99
news_count_log_1d,0.0010107555,0.049993046,100
sentiment_available_1d,0.0009928116,0.049105525,101
news_count_log_20d,0.0007700642,0.0380882,102
news_count_log_5d,0.0006301158,0.031166201,103
sentiment_available_5d,0.0,0.0,104
sentiment_available_10d,0.0,0.0,105
sentiment_available_15d,0.0,0.0,106
sentiment_available_30d,0.0,0.0,107
sentiment_available_20d,0.0,0.0,108
sentiment_available_45d,0.0,0.0,109
sentiment_available_60d,0.0,0.0,110
