feature,importance,rank
ext_us2y_level,0.09596885348821307,1
ext_fedfunds_level,0.0803417606011721,2
ext_yield_curve_10y2y,0.06377214809948768,3
ext_us10y_level,0.05863269644675643,4
ma_50_vs_200,0.05280355292874799,5
close_vs_ma_200,0.035975144375567245,6
volatility_60d,0.03198057472723124,7
news_count_60d,0.030135830685057798,8
sentiment_mean_60d,0.0288395937462313,9
news_count_log_60d,0.02694122955272575,10
ext_vix_level,0.024312630394043355,11
news_count_log_45d,0.023403965876000948,12
news_count_45d,0.018593290393837048,13
volatility_45d,0.017747924809925014,14
macd_signal,0.0172546742711249,15
month,0.017215021726227065,16
sentiment_negative_ratio_60d,0.016167388008466066,17
news_count_log_30d,0.016085847440714902,18
sentiment_positive_ratio_60d,0.016072437266707533,19
macd,0.015930314389285518,20
volatility_30d,0.0140319912106056,21
news_count_30d,0.012967786052231816,22
return_60d,0.011427135314589814,23
ma_20_vs_50,0.011131300972280194,24
close_vs_ma_100,0.010954689320307584,25
volatility_15d,0.009423731683272511,26
news_count_20d,0.009098967864096738,27
news_count_log_20d,0.00870594617924827,28
return_45d,0.008483004978644916,29
sentiment_mean_45d,0.008463029418633953,30
rsi_28,0.008434846139279107,31
volatility_20d,0.008164640057967694,32
sentiment_positive_ratio_45d,0.0073654359707974,33
sentiment_positive_ratio_30d,0.007328231920388696,34
macd_diff,0.007151310256187037,35
sentiment_negative_ratio_45d,0.007011296886957377,36
range_pct,0.006848616875195138,37
news_count_15d,0.006783283508350141,38
close_vs_ma_30,0.006697865760339309,39
sentiment_mean_30d,0.006570132826889248,40
close_vs_ma_60,0.006331802290410603,41
sentiment_momentum_20_60,0.005832539118231214,42
close_vs_ma_50,0.005796932233587797,43
sentiment_negative_ratio_30d,0.005561929938976194,44
return_30d,0.005493018109672034,45
close_vs_ma_45,0.005318652180654407,46
sentiment_negative_ratio_20d,0.005134443042793488,47
rsi_14,0.005060891855343265,48
volatility_10d,0.0048511894204901086,49
return_15d,0.004704118019325814,50
close_vs_ma_15,0.004209239813530981,51
news_count_log_15d,0.004130451007454869,52
return_20d,0.003962772381196677,53
sentiment_positive_ratio_20d,0.003906358546986237,54
sentiment_mean_20d,0.003821324353585909,55
close_vs_ma_20,0.0037984269557481028,56
sentiment_negative_ratio_15d,0.003776059290208316,57
sentiment_mean_15d,0.003564488182243314,58
return_10d,0.003472072367027134,59
news_count_10d,0.002546754292853491,60
ext_eurusd_return_5d,0.002488712474748807,61
sentiment_positive_ratio_15d,0.0023800560755481213,62
news_count_log_10d,0.0023700492087384444,63
close_vs_ma_10,0.002367472880635577,64
bollinger_position,0.002039143005361626,65
return_5d,0.002015908844785965,66
sentiment_momentum_15_45,0.0019593246937791168,67
sentiment_mean_10d,0.001922054686628165,68
sentiment_momentum_10_30,0.0018762856342480383,69
ext_fedfunds_change_5d,0.0017633596733290582,70
volatility_5d,0.0016327693986589395,71
sentiment_positive_ratio_10d,0.0015571370943254373,72
news_count_log_5d,0.0015092633602384856,73
sentiment_negative_ratio_10d,0.0014300479560727262,74
return_3d,0.0011288866316838584,75
ext_us2y_change_1d,0.0011251075182936864,76
news_count_5d,0.001110475083378708,77
close_vs_ma_5,0.0010967023829874945,78
ext_sp500_return_5d,0.0008947580564585265,79
volume_change_1d,0.0008481679100609626,80
volume_vs_ma20,0.0008409241198294989,81
sentiment_mean_5d,0.0007583656649029526,82
sentiment_momentum_5_20,0.0007342061884033266,83
ext_us10y_change_1d,0.000720154856596838,84
return_2d,0.0007195644368785792,85
ext_vix_change_5d,0.000683934451080999,86
intraday_return,0.0006342921002143273,87
gap_return,0.0005805334908692872,88
ext_nasdaq100_return_5d,0.0005213826497905497,89
ext_sp500_return_1d,0.0004994998235376977,90
ext_vix_change_1d,0.0004754576006748608,91
sentiment_negative_ratio_5d,0.00046938542979881894,92
ext_nasdaq100_return_1d,0.0004535054921542915,93
ext_eurusd_return_1d,0.00039691057192796266,94
return_1d,0.0003569393253658308,95
sentiment_mean_1d,0.0002523344676311585,96
news_count_1d,0.0001803309125246397,97
sentiment_positive_ratio_5d,0.00015746366754457639,98
news_count_log_1d,0.0001557882498661952,99
sentiment_available_1d,0.00013614823306191143,100
sentiment_negative_ratio_1d,9.42984387134148e-05,101
day_of_week,9.124547502857635e-05,102
sentiment_available_5d,8.006595953663133e-05,103
sentiment_positive_ratio_1d,2.0074726785090226e-18,104
sentiment_available_10d,0.0,105
sentiment_available_15d,0.0,106
sentiment_available_30d,0.0,107
sentiment_available_20d,0.0,108
sentiment_available_45d,0.0,109
sentiment_available_60d,0.0,110
