feature,importance,rank
news_count_log_60d,0.04251615,1
ext_us2y_level,0.03880721,2
sentiment_mean_60d,0.03703892,3
ext_fedfunds_level,0.036071308,4
ext_vix_level,0.035435382,5
news_count_60d,0.03530964,6
ext_yield_curve_10y2y,0.031001657,7
ma_50_vs_200,0.024257192,8
volatility_45d,0.022408877,9
close_vs_ma_100,0.01946799,10
close_vs_ma_200,0.019021375,11
macd,0.018405912,12
rsi_28,0.018240571,13
ext_us10y_level,0.01765408,14
range_pct,0.016792215,15
volatility_60d,0.016081685,16
macd_signal,0.014577093,17
sentiment_negative_ratio_60d,0.013723692,18
close_vs_ma_60,0.013092548,19
sentiment_positive_ratio_20d,0.012355047,20
month,0.012098474,21
sentiment_positive_ratio_45d,0.011652422,22
sentiment_mean_30d,0.011631684,23
sentiment_positive_ratio_60d,0.011592842,24
sentiment_positive_ratio_30d,0.011488122,25
sentiment_negative_ratio_45d,0.011462237,26
ma_20_vs_50,0.010940759,27
news_count_45d,0.010840856,28
close_vs_ma_15,0.010688077,29
sentiment_negative_ratio_20d,0.010264198,30
return_45d,0.009925862,31
return_60d,0.0098555,32
close_vs_ma_50,0.0093288515,33
sentiment_momentum_20_60,0.009234484,34
return_30d,0.009122902,35
volatility_15d,0.009029961,36
ext_nasdaq100_return_5d,0.008735019,37
sentiment_negative_ratio_30d,0.008673168,38
news_count_log_45d,0.008493372,39
sentiment_mean_15d,0.0084886495,40
volatility_30d,0.00808914,41
rsi_14,0.0080780685,42
sentiment_positive_ratio_15d,0.0076443064,43
close_vs_ma_5,0.0076299803,44
macd_diff,0.007622554,45
news_count_log_20d,0.0075593106,46
ext_eurusd_return_5d,0.007406085,47
news_count_20d,0.0072783376,48
close_vs_ma_30,0.0071548857,49
sentiment_mean_45d,0.00714274,50
sentiment_momentum_15_45,0.0071141897,51
volatility_5d,0.0070701116,52
news_count_log_30d,0.0070328964,53
volatility_10d,0.0070136553,54
news_count_15d,0.006822299,55
volatility_20d,0.006816612,56
close_vs_ma_20,0.0066168057,57
news_count_30d,0.006614566,58
sentiment_negative_ratio_15d,0.00660361,59
ext_us10y_change_1d,0.0065261265,60
close_vs_ma_10,0.0065211663,61
news_count_5d,0.0064975205,62
sentiment_positive_ratio_10d,0.006254411,63
sentiment_negative_ratio_10d,0.006223843,64
ext_sp500_return_5d,0.006217304,65
return_5d,0.0060919966,66
return_15d,0.0059552058,67
sentiment_mean_20d,0.005897512,68
sentiment_negative_ratio_5d,0.005859246,69
sentiment_positive_ratio_5d,0.005643232,70
return_20d,0.0055925543,71
bollinger_position,0.0055438224,72
ext_fedfunds_change_5d,0.005358683,73
close_vs_ma_45,0.0053358315,74
sentiment_momentum_5_20,0.005221065,75
volume_change_1d,0.0050850473,76
ext_eurusd_return_1d,0.0049856957,77
ext_us2y_change_1d,0.0049749147,78
sentiment_mean_10d,0.004956796,79
news_count_log_5d,0.004841252,80
day_of_week,0.004813064,81
news_count_log_15d,0.0047242255,82
return_3d,0.0045401654,83
return_10d,0.004436773,84
return_2d,0.0044264686,85
sentiment_mean_5d,0.004390676,86
volume_vs_ma20,0.0040159184,87
gap_return,0.0038383387,88
ext_vix_change_1d,0.003590174,89
ext_vix_change_5d,0.0035611938,90
sentiment_momentum_10_30,0.0034018548,91
ext_sp500_return_1d,0.0032771141,92
return_1d,0.0032338165,93
news_count_10d,0.0027918709,94
intraday_return,0.0011964273,95
ext_nasdaq100_return_1d,0.0010624448,96
news_count_log_10d,0.0,97
sentiment_available_5d,0.0,98
sentiment_available_1d,0.0,99
sentiment_positive_ratio_1d,0.0,100
sentiment_negative_ratio_1d,0.0,101
news_count_1d,0.0,102
sentiment_mean_1d,0.0,103
sentiment_available_10d,0.0,104
news_count_log_1d,0.0,105
sentiment_available_15d,0.0,106
sentiment_available_30d,0.0,107
sentiment_available_20d,0.0,108
sentiment_available_45d,0.0,109
sentiment_available_60d,0.0,110
