feature,mean_abs_shap,importance_pct,rank
ma_50_vs_200,0.45786083,11.224918,1
ext_us2y_level,0.38053817,9.329276,2
ext_fedfunds_level,0.25379035,6.2219253,3
sentiment_positive_ratio_60d,0.2083835,5.108731,4
close_vs_ma_200,0.1969005,4.827214,5
sentiment_mean_45d,0.15953751,3.9112222,6
sentiment_mean_60d,0.14565401,3.5708542,7
volatility_45d,0.144366,3.5392776,8
return_60d,0.14336744,3.514797,9
month,0.1278407,3.1341429,10
close_vs_ma_100,0.10268098,2.5173275,11
volatility_30d,0.09969973,2.444239,12
sentiment_momentum_10_30,0.09606365,2.3550968,13
volatility_60d,0.08570542,2.1011543,14
macd_diff,0.07880989,1.9321035,15
volatility_20d,0.06374564,1.5627884,16
sentiment_negative_ratio_60d,0.06088431,1.4926401,17
sentiment_positive_ratio_15d,0.060765434,1.4897257,18
sentiment_momentum_15_45,0.060685944,1.4877769,19
close_vs_ma_60,0.05728559,1.4044138,20
ma_20_vs_50,0.05544859,1.3593779,21
ext_vix_level,0.052008744,1.2750466,22
sentiment_positive_ratio_20d,0.044582937,1.0929955,23
sentiment_momentum_20_60,0.04339518,1.0638764,24
sentiment_momentum_5_20,0.042058453,1.0311053,25
macd,0.041149754,1.0088276,26
ext_us10y_level,0.035188172,0.8626734,27
macd_signal,0.034867313,0.85480714,28
range_pct,0.03363747,0.8246564,29
volatility_5d,0.032704636,0.8017871,30
volatility_10d,0.031761285,0.7786598,31
sentiment_negative_ratio_30d,0.030931165,0.7583086,32
ext_yield_curve_10y2y,0.030521,0.748253,33
volatility_15d,0.03024691,0.7415334,34
ext_vix_change_1d,0.029426368,0.721417,35
intraday_return,0.027328985,0.6699975,36
news_count_60d,0.026582766,0.65170324,37
sentiment_positive_ratio_30d,0.026474927,0.6490594,38
gap_return,0.024332453,0.5965345,39
close_vs_ma_50,0.023334203,0.5720614,40
ext_nasdaq100_return_5d,0.02196653,0.53853154,41
return_5d,0.021696912,0.53192157,42
return_2d,0.020145813,0.49389485,43
bollinger_position,0.016950347,0.4155548,44
sentiment_negative_ratio_20d,0.014889743,0.365037,45
news_count_30d,0.0141170025,0.34609252,46
news_count_10d,0.013738464,0.33681226,47
rsi_14,0.01280864,0.31401667,48
rsi_28,0.01266789,0.31056604,49
news_count_20d,0.012134118,0.2974801,50
return_45d,0.0116734365,0.286186,51
sentiment_mean_20d,0.011540482,0.2829265,52
return_30d,0.011265142,0.27617627,53
close_vs_ma_15,0.010780978,0.26430652,54
ext_sp500_return_5d,0.01050076,0.25743666,55
sentiment_negative_ratio_15d,0.010170163,0.24933174,56
sentiment_mean_10d,0.009731809,0.23858507,57
sentiment_positive_ratio_45d,0.008939955,0.21917199,58
return_15d,0.008781423,0.2152854,59
return_20d,0.008767693,0.2149488,60
ext_us10y_change_1d,0.008453678,0.20725043,61
close_vs_ma_10,0.008225051,0.20164537,62
return_1d,0.0076861065,0.18843262,63
return_10d,0.0074596982,0.182882,64
close_vs_ma_20,0.007270603,0.17824614,65
return_3d,0.0072510773,0.17776744,66
volume_vs_ma20,0.007148668,0.17525679,67
volume_change_1d,0.006348895,0.15564953,68
sentiment_mean_5d,0.006202786,0.15206754,69
sentiment_negative_ratio_45d,0.006159694,0.15101108,70
close_vs_ma_30,0.006153591,0.15086146,71
sentiment_mean_15d,0.005854834,0.14353713,72
sentiment_positive_ratio_5d,0.004851248,0.11893322,73
ext_nasdaq100_return_1d,0.004710089,0.11547257,74
close_vs_ma_5,0.004596856,0.112696536,75
news_count_log_20d,0.0042105014,0.10322467,76
news_count_15d,0.003983459,0.0976585,77
ext_vix_change_5d,0.0030123105,0.07384982,78
close_vs_ma_45,0.002785024,0.068277664,79
ext_fedfunds_change_5d,0.0026180597,0.06418437,80
sentiment_mean_30d,0.0023776845,0.058291323,81
news_count_log_30d,0.0022766802,0.055815104,82
news_count_45d,0.0022731344,0.05572817,83
ext_us2y_change_1d,0.0020482023,0.050213736,84
news_count_log_60d,0.001849683,0.045346837,85
sentiment_negative_ratio_1d,0.0016138769,0.039565813,86
news_count_log_10d,0.0012452146,0.030527687,87
ext_eurusd_return_5d,0.0011137306,0.027304225,88
sentiment_negative_ratio_5d,0.0010614318,0.026022067,89
day_of_week,0.0009385331,0.023009082,90
sentiment_positive_ratio_1d,0.00076213037,0.018684391,91
ext_eurusd_return_1d,0.00065318844,0.01601357,92
sentiment_positive_ratio_10d,0.0005064883,0.01241707,93
news_count_log_45d,0.00047039418,0.0115321865,94
sentiment_negative_ratio_10d,0.00042785268,0.010489238,95
ext_sp500_return_1d,0.00031817658,0.007800419,96
sentiment_mean_1d,0.00023527538,0.0057680123,97
news_count_log_5d,0.0,0.0,98
news_count_log_1d,0.0,0.0,99
sentiment_available_5d,0.0,0.0,100
news_count_1d,0.0,0.0,101
sentiment_available_1d,0.0,0.0,102
sentiment_available_10d,0.0,0.0,103
news_count_5d,0.0,0.0,104
sentiment_available_15d,0.0,0.0,105
news_count_log_15d,0.0,0.0,106
sentiment_available_30d,0.0,0.0,107
sentiment_available_20d,0.0,0.0,108
sentiment_available_45d,0.0,0.0,109
sentiment_available_60d,0.0,0.0,110
