feature,importance,rank
news_count_log_45d,0.02967283,1
sentiment_positive_ratio_60d,0.028828645,2
news_count_log_60d,0.024919515,3
news_count_log_20d,0.021928215,4
sentiment_momentum_10_30,0.020944534,5
sentiment_negative_ratio_20d,0.020936158,6
close_vs_ma_200,0.020646071,7
sentiment_mean_20d,0.0196827,8
news_count_20d,0.01886713,9
news_count_log_30d,0.018553542,10
close_vs_ma_60,0.017905185,11
ext_us2y_level,0.017807273,12
sentiment_momentum_5_20,0.017600002,13
news_count_60d,0.01678967,14
sentiment_mean_10d,0.016725922,15
sentiment_mean_45d,0.016674975,16
sentiment_positive_ratio_5d,0.01661375,17
ma_50_vs_200,0.015145113,18
sentiment_mean_60d,0.014483807,19
news_count_15d,0.0143257445,20
sentiment_negative_ratio_30d,0.014298985,21
news_count_10d,0.014187746,22
news_count_30d,0.014114043,23
volatility_60d,0.01393577,24
volatility_30d,0.013752553,25
ext_us10y_level,0.013613061,26
ext_yield_curve_10y2y,0.0134143885,27
sentiment_negative_ratio_60d,0.013233589,28
ext_fedfunds_level,0.013213686,29
news_count_45d,0.013200055,30
month,0.012968083,31
ext_vix_level,0.012891502,32
news_count_log_10d,0.012311652,33
volatility_45d,0.012202584,34
macd_signal,0.0121792955,35
close_vs_ma_100,0.011768505,36
sentiment_negative_ratio_15d,0.011759274,37
return_45d,0.011708802,38
bollinger_position,0.011246769,39
close_vs_ma_50,0.010957772,40
sentiment_positive_ratio_45d,0.01085904,41
sentiment_momentum_15_45,0.010802824,42
ma_20_vs_50,0.01073008,43
close_vs_ma_45,0.010697337,44
return_60d,0.010375001,45
sentiment_positive_ratio_15d,0.009985488,46
volatility_15d,0.009876965,47
volatility_20d,0.009694032,48
close_vs_ma_15,0.009542798,49
sentiment_momentum_20_60,0.008698299,50
macd,0.00844521,51
macd_diff,0.008355827,52
return_30d,0.0080494825,53
rsi_14,0.008033689,54
sentiment_positive_ratio_1d,0.0078063,55
sentiment_positive_ratio_20d,0.007739956,56
return_5d,0.0074807294,57
ext_vix_change_1d,0.006989591,58
sentiment_negative_ratio_5d,0.006936678,59
close_vs_ma_20,0.0069258823,60
rsi_28,0.0068208533,61
sentiment_positive_ratio_30d,0.0067914776,62
volatility_10d,0.006668215,63
sentiment_negative_ratio_45d,0.006640108,64
close_vs_ma_10,0.006583876,65
close_vs_ma_30,0.0065783313,66
return_15d,0.0063465694,67
sentiment_mean_30d,0.0062568085,68
return_2d,0.0062436317,69
range_pct,0.0059509715,70
sentiment_mean_15d,0.0059325085,71
ext_sp500_return_5d,0.0058917855,72
gap_return,0.005770307,73
intraday_return,0.0057299426,74
volume_vs_ma20,0.005469514,75
sentiment_mean_5d,0.0054195817,76
ext_us2y_change_1d,0.005253679,77
ext_us10y_change_1d,0.0052191694,78
ext_nasdaq100_return_5d,0.0051847994,79
ext_fedfunds_change_5d,0.00496491,80
return_20d,0.004946181,81
return_10d,0.004922364,82
volatility_5d,0.004839722,83
sentiment_positive_ratio_10d,0.0044156336,84
return_1d,0.0042460673,85
volume_change_1d,0.003974733,86
ext_vix_change_5d,0.0038609428,87
sentiment_negative_ratio_1d,0.0037957479,88
return_3d,0.003671466,89
ext_nasdaq100_return_1d,0.0033478176,90
close_vs_ma_5,0.0032797193,91
day_of_week,0.003246465,92
ext_eurusd_return_5d,0.0028904283,93
sentiment_mean_1d,0.001962697,94
ext_eurusd_return_1d,0.0019356093,95
sentiment_negative_ratio_10d,0.0005504265,96
ext_sp500_return_1d,0.00036294322,97
news_count_log_5d,0.0,98
news_count_log_1d,0.0,99
sentiment_available_5d,0.0,100
news_count_1d,0.0,101
sentiment_available_1d,0.0,102
sentiment_available_10d,0.0,103
news_count_5d,0.0,104
sentiment_available_15d,0.0,105
news_count_log_15d,0.0,106
sentiment_available_30d,0.0,107
sentiment_available_20d,0.0,108
sentiment_available_45d,0.0,109
sentiment_available_60d,0.0,110
