feature,mean_abs_shap,importance_pct,rank
ext_us10y_level,0.2077743,5.632623,1
ma_50_vs_200,0.16307072,4.420739,2
month,0.15903907,4.3114433,3
sentiment_positive_ratio_45d,0.15335877,4.1574545,4
volatility_60d,0.15263,4.137698,5
ext_fedfunds_level,0.13647474,3.6997397,6
ext_us2y_level,0.13029292,3.5321548,7
macd_signal,0.12121176,3.2859704,8
sentiment_positive_ratio_60d,0.11918156,3.2309332,9
sentiment_mean_60d,0.10454665,2.8341904,10
volatility_30d,0.09558991,2.5913792,11
close_vs_ma_100,0.08283041,2.2454774,12
macd_diff,0.07828706,2.1223102,13
volatility_20d,0.07816936,2.1191194,14
return_60d,0.075746424,2.0534353,15
sentiment_positive_ratio_30d,0.070071675,1.8995967,16
close_vs_ma_200,0.06992676,1.8956681,17
sentiment_mean_15d,0.067890614,1.8404696,18
sentiment_negative_ratio_45d,0.0677385,1.8363459,19
sentiment_momentum_5_20,0.06651112,1.8030723,20
return_45d,0.06486787,1.758525,21
news_count_60d,0.061264332,1.6608354,22
macd,0.056614205,1.5347736,23
volatility_45d,0.05324997,1.4435714,24
close_vs_ma_60,0.052268602,1.4169672,25
sentiment_negative_ratio_20d,0.049874812,1.3520731,26
ext_nasdaq100_return_1d,0.04773474,1.2940571,27
volatility_10d,0.046848435,1.27003,28
rsi_28,0.045977175,1.2464107,29
sentiment_negative_ratio_60d,0.045905225,1.2444602,30
sentiment_momentum_15_45,0.044984642,1.2195039,31
sentiment_positive_ratio_15d,0.043419033,1.1770612,32
sentiment_mean_30d,0.03976501,1.078003,33
gap_return,0.03528077,0.9564383,34
sentiment_negative_ratio_30d,0.032558315,0.88263434,35
ma_20_vs_50,0.031391658,0.851007,36
volatility_5d,0.031208467,0.8460408,37
sentiment_mean_20d,0.030282343,0.82093424,38
return_10d,0.029098516,0.7888415,39
ext_vix_level,0.02817703,0.76386064,40
return_2d,0.027637662,0.7492387,41
return_1d,0.026875686,0.728582,42
return_3d,0.02619673,0.710176,43
ext_eurusd_return_5d,0.025891406,0.7018989,44
sentiment_momentum_20_60,0.022013173,0.5967625,45
news_count_45d,0.021145107,0.57322985,46
rsi_14,0.021089142,0.5717127,47
sentiment_mean_45d,0.020212738,0.5479539,48
ext_vix_change_5d,0.020195954,0.54749894,49
ext_nasdaq100_return_5d,0.019827703,0.5375159,50
bollinger_position,0.018183531,0.49294347,51
news_count_30d,0.017794598,0.48239976,52
sentiment_mean_10d,0.017729724,0.48064107,53
sentiment_positive_ratio_20d,0.017388994,0.4714041,54
volatility_15d,0.01718622,0.46590707,55
sentiment_momentum_10_30,0.016474452,0.44661146,56
sentiment_negative_ratio_10d,0.015401799,0.4175326,57
return_20d,0.014803181,0.40130442,58
volume_vs_ma20,0.014121102,0.38281372,59
close_vs_ma_5,0.014051678,0.38093165,60
ext_eurusd_return_1d,0.013725288,0.37208346,61
ext_yield_curve_10y2y,0.013075453,0.35446686,62
news_count_log_60d,0.013048306,0.35373095,63
return_30d,0.01270574,0.3444442,64
close_vs_ma_45,0.012307162,0.333639,65
range_pct,0.011394708,0.30890298,66
close_vs_ma_30,0.011084325,0.30048868,67
return_15d,0.010695432,0.28994608,68
intraday_return,0.009176433,0.24876702,69
close_vs_ma_50,0.009043884,0.24517372,70
ext_fedfunds_change_5d,0.008091181,0.21934654,71
volume_change_1d,0.007872368,0.21341468,72
ext_us2y_change_1d,0.00770896,0.2089848,73
ext_vix_change_1d,0.0071411333,0.19359139,74
close_vs_ma_10,0.0067518,0.18303682,75
ext_sp500_return_1d,0.006168086,0.16721272,76
sentiment_positive_ratio_10d,0.006150913,0.16674717,77
sentiment_mean_5d,0.005395179,0.14625973,78
close_vs_ma_20,0.004844864,0.13134104,79
news_count_20d,0.004844458,0.13133003,80
news_count_15d,0.0047625517,0.12910962,81
news_count_log_30d,0.004233752,0.114774205,82
sentiment_negative_ratio_15d,0.0039577717,0.10729256,83
sentiment_negative_ratio_5d,0.0037320235,0.10117268,84
close_vs_ma_15,0.0035972768,0.097519785,85
news_count_log_45d,0.0035361336,0.09586224,86
return_5d,0.003405383,0.09231768,87
ext_sp500_return_5d,0.0024782175,0.06718283,88
day_of_week,0.0024766787,0.067141116,89
sentiment_mean_1d,0.0017506002,0.04745761,90
news_count_10d,0.0017341466,0.047011565,91
news_count_1d,0.0015083267,0.040889736,92
news_count_log_5d,0.0013131786,0.0355994,93
news_count_log_20d,0.0012308441,0.033367366,94
sentiment_positive_ratio_5d,0.0007671599,0.020797197,95
news_count_log_1d,0.00062587287,0.016966999,96
news_count_5d,0.0005718947,0.015503686,97
sentiment_negative_ratio_1d,0.00052450295,0.014218926,98
ext_us10y_change_1d,0.0,0.0,99
sentiment_positive_ratio_1d,0.0,0.0,100
sentiment_available_1d,0.0,0.0,101
sentiment_available_5d,0.0,0.0,102
news_count_log_10d,0.0,0.0,103
sentiment_available_10d,0.0,0.0,104
sentiment_available_15d,0.0,0.0,105
news_count_log_15d,0.0,0.0,106
sentiment_available_30d,0.0,0.0,107
sentiment_available_20d,0.0,0.0,108
sentiment_available_45d,0.0,0.0,109
sentiment_available_60d,0.0,0.0,110
