feature,mean_abs_shap,importance_pct,rank
ext_fedfunds_level,0.82726246,18.082188,1
ext_us2y_level,0.525199,11.479727,2
ma_50_vs_200,0.22066961,4.8233657,3
ext_us10y_level,0.1988704,4.3468814,4
ext_vix_level,0.16664632,3.6425319,5
sentiment_mean_60d,0.16491008,3.6045816,6
volatility_60d,0.13923435,3.043365,7
news_count_60d,0.13880306,3.0339382,8
macd_signal,0.110362776,2.4122941,9
close_vs_ma_100,0.1064088,2.3258686,10
macd_diff,0.096715815,2.1140008,11
month,0.095827274,2.0945792,12
volatility_15d,0.08891227,1.943432,13
close_vs_ma_200,0.08062686,1.7623308,14
sentiment_negative_ratio_30d,0.07726573,1.6888635,15
rsi_28,0.071425535,1.5612093,16
gap_return,0.07126625,1.5577277,17
volatility_45d,0.06514662,1.4239657,18
sentiment_positive_ratio_30d,0.06511624,1.4233017,19
sentiment_positive_ratio_20d,0.057644576,1.2599871,20
volatility_10d,0.05587915,1.2213986,21
volatility_30d,0.05174643,1.1310663,22
sentiment_positive_ratio_45d,0.05019407,1.097135,23
macd,0.04988035,1.0902777,24
return_30d,0.043882214,0.95917124,25
sentiment_negative_ratio_60d,0.043817006,0.95774597,26
sentiment_mean_30d,0.03889479,0.8501569,27
sentiment_mean_20d,0.038771834,0.8474694,28
sentiment_negative_ratio_45d,0.035497986,0.77591,29
return_60d,0.035476126,0.7754322,30
news_count_30d,0.03539553,0.77367055,31
volume_vs_ma20,0.035383604,0.7734099,32
news_count_45d,0.03490867,0.76302886,33
bollinger_position,0.03318248,0.725298,34
sentiment_positive_ratio_5d,0.030593837,0.66871583,35
volatility_20d,0.028586442,0.6248385,36
return_20d,0.023090446,0.50470775,37
close_vs_ma_5,0.022249732,0.48633152,38
return_3d,0.021829857,0.47715396,39
return_15d,0.02085407,0.45582536,40
news_count_15d,0.020091606,0.4391595,41
close_vs_ma_15,0.01956735,0.4277004,42
sentiment_negative_ratio_20d,0.019155597,0.41870037,43
sentiment_mean_45d,0.019090874,0.41728565,44
sentiment_momentum_20_60,0.018638343,0.4073943,45
return_10d,0.018539028,0.4052235,46
news_count_log_60d,0.0183343,0.40074858,47
close_vs_ma_10,0.018216949,0.39818352,48
sentiment_momentum_5_20,0.017395344,0.380225,49
ext_yield_curve_10y2y,0.016843889,0.36817136,50
close_vs_ma_45,0.014938516,0.326524,51
sentiment_positive_ratio_10d,0.014628713,0.31975237,52
sentiment_positive_ratio_60d,0.014478148,0.31646132,53
sentiment_positive_ratio_15d,0.014013295,0.30630067,54
ext_vix_change_5d,0.012970607,0.28350973,55
ext_nasdaq100_return_5d,0.0129308,0.28263962,56
range_pct,0.012802819,0.27984223,57
sentiment_negative_ratio_10d,0.011974973,0.26174727,58
sentiment_momentum_10_30,0.011710832,0.25597373,59
sentiment_mean_10d,0.011666036,0.25499457,60
rsi_14,0.011613202,0.25383976,61
close_vs_ma_30,0.0106380405,0.2325248,62
return_1d,0.009648243,0.21088994,63
news_count_20d,0.009496552,0.20757432,64
intraday_return,0.008830077,0.19300659,65
sentiment_negative_ratio_5d,0.008707015,0.1903167,66
close_vs_ma_50,0.008324594,0.18195783,67
volatility_5d,0.008075815,0.17652003,68
sentiment_mean_15d,0.007996335,0.17478277,69
return_45d,0.0075076018,0.16410011,70
sentiment_momentum_15_45,0.006633305,0.14498986,71
sentiment_mean_5d,0.00646538,0.14131938,72
return_5d,0.005120931,0.1119326,73
close_vs_ma_60,0.00480025,0.104923196,74
sentiment_negative_ratio_15d,0.0045275814,0.098963246,75
volume_change_1d,0.004374566,0.09561866,76
ext_sp500_return_5d,0.004256863,0.09304592,77
news_count_log_30d,0.004124829,0.09015994,78
ext_vix_change_1d,0.0031523,0.06890253,79
news_count_log_20d,0.0028624046,0.06256604,80
news_count_log_45d,0.0028534653,0.062370643,81
return_2d,0.0028096032,0.061411917,82
close_vs_ma_20,0.0027059114,0.059145432,83
ext_fedfunds_change_5d,0.0025273522,0.05524251,84
news_count_log_15d,0.0014799917,0.032349452,85
ext_sp500_return_1d,0.0013809806,0.030185282,86
news_count_10d,0.0012973209,0.02835666,87
ext_us2y_change_1d,0.0012863565,0.028117001,88
ext_eurusd_return_1d,0.0011760887,0.025706781,89
ext_nasdaq100_return_1d,0.00092445186,0.020206539,90
ext_eurusd_return_5d,0.00090911257,0.019871255,91
ma_20_vs_50,0.000854184,0.018670633,92
ext_us10y_change_1d,0.00085078424,0.018596323,93
news_count_5d,0.00038499263,0.008415115,94
day_of_week,0.0,0.0,95
sentiment_available_10d,0.0,0.0,96
news_count_log_10d,0.0,0.0,97
sentiment_available_5d,0.0,0.0,98
news_count_log_1d,0.0,0.0,99
sentiment_available_1d,0.0,0.0,100
sentiment_negative_ratio_1d,0.0,0.0,101
news_count_1d,0.0,0.0,102
sentiment_mean_1d,0.0,0.0,103
sentiment_positive_ratio_1d,0.0,0.0,104
news_count_log_5d,0.0,0.0,105
sentiment_available_15d,0.0,0.0,106
sentiment_available_30d,0.0,0.0,107
sentiment_available_20d,0.0,0.0,108
sentiment_available_45d,0.0,0.0,109
sentiment_available_60d,0.0,0.0,110
