feature,mean_abs_shap,importance_pct,rank
volatility_45d,0.1605555,5.294051,1
ext_us10y_level,0.12747374,4.203235,2
sentiment_positive_ratio_60d,0.123599805,4.0754986,3
month,0.12170769,4.013109,4
ma_50_vs_200,0.11639877,3.8380563,5
close_vs_ma_100,0.10292192,3.3936794,6
sentiment_positive_ratio_45d,0.09730501,3.208471,7
close_vs_ma_200,0.09274124,3.0579886,8
ext_us2y_level,0.09071559,2.991196,9
sentiment_negative_ratio_60d,0.08613894,2.8402886,10
ma_20_vs_50,0.07375998,2.432113,11
volatility_60d,0.07257145,2.392923,12
sentiment_mean_20d,0.069350205,2.2867079,13
ext_fedfunds_level,0.06315145,2.0823143,14
sentiment_mean_60d,0.06262563,2.0649762,15
macd,0.061197042,2.017871,16
close_vs_ma_60,0.057906862,1.9093828,17
return_60d,0.05423294,1.7882413,18
sentiment_negative_ratio_30d,0.051311255,1.6919036,19
return_20d,0.04424833,1.4590154,20
return_45d,0.041194387,1.3583165,21
news_count_60d,0.040739328,1.3433118,22
volatility_10d,0.03952015,1.3031113,23
sentiment_momentum_5_20,0.036463134,1.2023114,24
sentiment_mean_5d,0.034968954,1.1530433,25
volatility_30d,0.034216583,1.1282351,26
sentiment_positive_ratio_10d,0.03410714,1.1246264,27
close_vs_ma_5,0.034096852,1.1242871,28
sentiment_mean_30d,0.033877365,1.1170499,29
volatility_15d,0.033315677,1.0985291,30
sentiment_momentum_10_30,0.032627277,1.0758303,31
macd_diff,0.03244351,1.0697708,32
macd_signal,0.03192359,1.0526273,33
close_vs_ma_30,0.03125838,1.0306932,34
sentiment_positive_ratio_20d,0.03109333,1.0252509,35
ext_vix_level,0.028862333,0.9516875,36
bollinger_position,0.028235625,0.9310229,37
return_1d,0.027700402,0.9133748,38
sentiment_negative_ratio_45d,0.025494853,0.8406505,39
sentiment_momentum_20_60,0.023415266,0.7720795,40
ext_nasdaq100_return_5d,0.023295857,0.7681422,41
ext_eurusd_return_1d,0.022978457,0.7576765,42
ext_eurusd_return_5d,0.022794142,0.751599,43
return_5d,0.021905988,0.72231364,44
rsi_14,0.02132924,0.70329636,45
sentiment_negative_ratio_20d,0.021327272,0.70323145,46
volatility_5d,0.021107864,0.69599676,47
rsi_28,0.020695249,0.6823915,48
volume_vs_ma20,0.020371886,0.67172915,49
sentiment_mean_1d,0.02035161,0.67106056,50
ext_sp500_return_1d,0.020097675,0.66268754,51
news_count_30d,0.019597981,0.6462109,52
ext_nasdaq100_return_1d,0.018826876,0.620785,53
sentiment_negative_ratio_10d,0.018080112,0.5961617,54
news_count_5d,0.015257208,0.50308114,55
volatility_20d,0.014994099,0.49440554,56
close_vs_ma_10,0.014696105,0.4845797,57
ext_vix_change_1d,0.014323197,0.4722837,58
sentiment_negative_ratio_5d,0.013093801,0.4317464,59
close_vs_ma_15,0.012967362,0.42757726,60
return_15d,0.012410997,0.40923202,61
return_3d,0.012362322,0.40762705,62
ext_vix_change_5d,0.011738997,0.38707396,63
sentiment_mean_10d,0.011721484,0.3864965,64
sentiment_mean_45d,0.011346899,0.37414518,65
close_vs_ma_20,0.01131839,0.37320516,66
news_count_20d,0.011126101,0.36686474,67
return_30d,0.010940398,0.3607415,68
ext_fedfunds_change_5d,0.010612428,0.34992722,69
sentiment_negative_ratio_15d,0.010510658,0.3465715,70
return_10d,0.009960925,0.328445,71
sentiment_mean_15d,0.009280669,0.30601466,72
sentiment_positive_ratio_15d,0.009037196,0.29798654,73
sentiment_positive_ratio_30d,0.0081960345,0.27025065,74
news_count_10d,0.008186807,0.2699464,75
sentiment_positive_ratio_5d,0.007692589,0.25365037,76
close_vs_ma_50,0.007524185,0.24809751,77
range_pct,0.0069642453,0.22963443,78
ext_yield_curve_10y2y,0.0064538997,0.21280663,79
sentiment_momentum_15_45,0.0062766955,0.20696363,80
return_2d,0.006275446,0.20692244,81
ext_us10y_change_1d,0.0062712813,0.20678508,82
news_count_log_60d,0.0060686227,0.20010276,83
news_count_45d,0.0057458123,0.18945864,84
ext_sp500_return_5d,0.0056970944,0.18785223,85
volume_change_1d,0.005328085,0.17568476,86
gap_return,0.0052840966,0.17423432,87
news_count_log_10d,0.004582992,0.15111655,88
news_count_15d,0.0045063733,0.14859019,89
sentiment_positive_ratio_1d,0.0042416933,0.1398628,90
news_count_log_5d,0.0036194858,0.119346544,91
intraday_return,0.0035293882,0.11637573,92
close_vs_ma_45,0.0028607717,0.09432921,93
ext_us2y_change_1d,0.0026032573,0.085838094,94
news_count_log_20d,0.0025856285,0.085256815,95
news_count_log_45d,0.0020003917,0.0659596,96
news_count_log_15d,0.0014372916,0.04739231,97
news_count_log_30d,0.0009911128,0.032680303,98
sentiment_available_5d,0.00083839934,0.027644826,99
day_of_week,0.00038454245,0.0126796495,100
news_count_1d,0.00034899093,0.011507397,101
sentiment_negative_ratio_1d,0.000330963,0.010912956,102
sentiment_available_10d,0.0,0.0,103
sentiment_available_1d,0.0,0.0,104
news_count_log_1d,0.0,0.0,105
sentiment_available_15d,0.0,0.0,106
sentiment_available_30d,0.0,0.0,107
sentiment_available_20d,0.0,0.0,108
sentiment_available_45d,0.0,0.0,109
sentiment_available_60d,0.0,0.0,110
