feature,importance,rank
ma_50_vs_200,0.038936402965065744,1
close_vs_ma_200,0.03313436446927884,2
close_vs_ma_100,0.0256569949414337,3
volatility_30d,0.022899936046650405,4
volatility_60d,0.020501036816705245,5
volatility_45d,0.02001800397063576,6
month,0.019138545996727954,7
volatility_20d,0.01794393268868897,8
ext_us10y_level,0.017737901830139843,9
close_vs_ma_60,0.017693065684624847,10
return_60d,0.017637538443338284,11
volatility_15d,0.017323892890763814,12
ext_vix_level,0.016447310507859702,13
return_45d,0.016407612005659294,14
rsi_28,0.01630931411892637,15
ma_20_vs_50,0.015630261913464116,16
macd,0.015001765356088435,17
ext_us2y_level,0.014920438364795209,18
sentiment_positive_ratio_60d,0.01392265530842435,19
sentiment_momentum_20_60,0.013832379479677389,20
macd_signal,0.013828060762782967,21
macd_diff,0.013449785539148815,22
sentiment_mean_20d,0.013314620391225334,23
volatility_10d,0.01322167318663489,24
sentiment_positive_ratio_45d,0.0129970498153109,25
close_vs_ma_50,0.012902022361989616,26
return_20d,0.012227998258541806,27
sentiment_negative_ratio_30d,0.011332335731918454,28
sentiment_momentum_10_30,0.011321991598366523,29
sentiment_mean_45d,0.011263124327610275,30
sentiment_mean_5d,0.011040331165576069,31
sentiment_mean_30d,0.01100759909607663,32
sentiment_mean_15d,0.010863251850529552,33
sentiment_negative_ratio_20d,0.010837143668837385,34
close_vs_ma_20,0.010800022177517807,35
sentiment_negative_ratio_45d,0.010608743861170855,36
sentiment_negative_ratio_15d,0.010350598358271651,37
sentiment_momentum_5_20,0.010350169912627997,38
sentiment_mean_60d,0.010343070811829305,39
ext_fedfunds_level,0.010202060508945732,40
sentiment_negative_ratio_60d,0.010089547469577997,41
bollinger_position,0.009973173814165915,42
return_30d,0.009949477790800316,43
rsi_14,0.009614689194750128,44
sentiment_positive_ratio_30d,0.009512493197805253,45
close_vs_ma_15,0.009451304842322338,46
sentiment_mean_10d,0.009434404133898214,47
close_vs_ma_30,0.009369351895864925,48
return_15d,0.009266262756575081,49
news_count_log_60d,0.009188854159221247,50
news_count_45d,0.00910975020114204,51
close_vs_ma_10,0.009018520287553613,52
ext_yield_curve_10y2y,0.008839014591110953,53
sentiment_momentum_15_45,0.008762143384031348,54
sentiment_positive_ratio_20d,0.008441563496282735,55
news_count_60d,0.008317964060066293,56
close_vs_ma_45,0.008309972286417586,57
return_10d,0.008271999043257905,58
return_5d,0.008004056753379403,59
ext_eurusd_return_5d,0.007873325329381987,60
news_count_log_30d,0.00781262284582806,61
news_count_log_45d,0.007518773178097309,62
ext_sp500_return_5d,0.007369439956240624,63
volume_vs_ma20,0.00711477674383834,64
volatility_5d,0.007091176920891134,65
sentiment_negative_ratio_10d,0.0068715902380835445,66
sentiment_positive_ratio_10d,0.006705573039826797,67
ext_nasdaq100_return_5d,0.006671033300815041,68
news_count_30d,0.006603335181200219,69
range_pct,0.006572467837786396,70
return_3d,0.0065339366456029545,71
close_vs_ma_5,0.006231474662848441,72
news_count_log_20d,0.005804381080280387,73
sentiment_positive_ratio_15d,0.005728887743858067,74
ext_vix_change_5d,0.005655485672565605,75
return_2d,0.005329392339292022,76
news_count_log_15d,0.005172449013268376,77
ext_eurusd_return_1d,0.005077852261237264,78
news_count_20d,0.005029112381175761,79
intraday_return,0.004955242737785003,80
return_1d,0.004804974361901562,81
ext_vix_change_1d,0.004659132429259442,82
news_count_15d,0.004564950746354159,83
news_count_log_5d,0.0043077051120562915,84
volume_change_1d,0.004291817307814649,85
ext_nasdaq100_return_1d,0.00415631938419396,86
ext_us10y_change_1d,0.004046870124395487,87
ext_sp500_return_1d,0.0040404731032820974,88
sentiment_positive_ratio_5d,0.003923693526021189,89
gap_return,0.003703955529634125,90
news_count_10d,0.003702111085950521,91
sentiment_negative_ratio_5d,0.0036285571599512815,92
news_count_log_10d,0.0034811370401009872,93
ext_fedfunds_change_5d,0.0033146853764573756,94
news_count_5d,0.003103282660684904,95
sentiment_mean_1d,0.0030786173271428567,96
ext_us2y_change_1d,0.0022034551836163014,97
sentiment_available_5d,0.0011708547424672086,98
sentiment_negative_ratio_1d,0.0010948620306928507,99
day_of_week,0.0007091879213096992,100
news_count_log_1d,0.0007027569956629427,101
news_count_1d,0.0005914139926131023,102
sentiment_positive_ratio_1d,0.0004522694148593334,103
sentiment_available_1d,0.000265037791590164,104
sentiment_available_10d,0.0,105
sentiment_available_15d,0.0,106
sentiment_available_30d,0.0,107
sentiment_available_20d,0.0,108
sentiment_available_45d,0.0,109
sentiment_available_60d,0.0,110
