feature,importance,rank
month,0.015014565,1
sentiment_negative_ratio_60d,0.014905738,2
close_vs_ma_200,0.014865368,3
ext_fedfunds_level,0.014534952,4
sentiment_mean_20d,0.014202507,5
ext_us2y_level,0.01380354,6
news_count_30d,0.0135668805,7
news_count_5d,0.013455005,8
close_vs_ma_100,0.013354873,9
sentiment_negative_ratio_20d,0.013183366,10
volatility_60d,0.012926992,11
news_count_log_30d,0.0128735285,12
news_count_log_45d,0.012617082,13
sentiment_positive_ratio_45d,0.012493984,14
sentiment_mean_10d,0.012305649,15
ma_50_vs_200,0.0123017095,16
close_vs_ma_15,0.011990448,17
volatility_15d,0.011975966,18
sentiment_mean_30d,0.011956099,19
volatility_45d,0.011870354,20
close_vs_ma_60,0.011864083,21
return_20d,0.01168393,22
sentiment_negative_ratio_30d,0.011432983,23
close_vs_ma_45,0.011421908,24
volatility_30d,0.011420731,25
macd_signal,0.011357036,26
ext_us10y_level,0.011285071,27
news_count_log_15d,0.011078775,28
sentiment_momentum_20_60,0.010966247,29
close_vs_ma_30,0.01096315,30
return_60d,0.010867002,31
sentiment_positive_ratio_10d,0.010841035,32
sentiment_positive_ratio_30d,0.010840732,33
macd,0.010829462,34
macd_diff,0.010793111,35
return_5d,0.010647792,36
news_count_45d,0.010634535,37
sentiment_mean_60d,0.0106259575,38
sentiment_negative_ratio_10d,0.0106252935,39
sentiment_negative_ratio_45d,0.010242628,40
return_45d,0.010168582,41
ma_20_vs_50,0.010136013,42
news_count_60d,0.01008481,43
sentiment_positive_ratio_20d,0.010001811,44
rsi_28,0.00990761,45
sentiment_negative_ratio_15d,0.009904978,46
ext_vix_level,0.009835439,47
sentiment_positive_ratio_5d,0.0097023845,48
ext_yield_curve_10y2y,0.009672017,49
ext_us2y_change_1d,0.009620393,50
close_vs_ma_50,0.009583121,51
sentiment_positive_ratio_60d,0.009579421,52
rsi_14,0.009506556,53
bollinger_position,0.009445546,54
sentiment_negative_ratio_5d,0.009442977,55
sentiment_momentum_15_45,0.009434529,56
news_count_log_5d,0.00941188,57
close_vs_ma_5,0.009381752,58
ext_vix_change_1d,0.00936673,59
news_count_log_10d,0.009289332,60
volatility_10d,0.0092887925,61
sentiment_mean_45d,0.009274245,62
sentiment_mean_15d,0.009266259,63
return_15d,0.009189597,64
volatility_20d,0.009129642,65
return_3d,0.009051046,66
news_count_log_20d,0.009044477,67
sentiment_momentum_5_20,0.0089317,68
return_30d,0.008897454,69
volume_change_1d,0.008855571,70
news_count_15d,0.008768916,71
news_count_log_60d,0.008765031,72
sentiment_momentum_10_30,0.008721029,73
ext_fedfunds_change_5d,0.008707271,74
close_vs_ma_10,0.008600999,75
sentiment_mean_5d,0.0085960245,76
ext_nasdaq100_return_5d,0.008487515,77
news_count_20d,0.008437016,78
return_10d,0.008334898,79
volume_vs_ma20,0.008261649,80
ext_eurusd_return_5d,0.008025107,81
ext_sp500_return_5d,0.008001792,82
ext_nasdaq100_return_1d,0.007956653,83
news_count_10d,0.007863975,84
close_vs_ma_20,0.007612774,85
ext_vix_change_5d,0.0076102074,86
return_2d,0.007603137,87
ext_eurusd_return_1d,0.007570922,88
ext_sp500_return_1d,0.007529916,89
sentiment_mean_1d,0.007208232,90
return_1d,0.0071286573,91
ext_us10y_change_1d,0.0071122036,92
sentiment_positive_ratio_1d,0.007102476,93
gap_return,0.0068251495,94
range_pct,0.0066190423,95
volatility_5d,0.006536717,96
sentiment_positive_ratio_15d,0.0064844145,97
sentiment_available_5d,0.0056476966,98
intraday_return,0.0053029507,99
news_count_1d,0.004414457,100
sentiment_negative_ratio_1d,0.0042616487,101
day_of_week,0.0008769075,102
sentiment_available_10d,0.0,103
sentiment_available_1d,0.0,104
news_count_log_1d,0.0,105
sentiment_available_15d,0.0,106
sentiment_available_30d,0.0,107
sentiment_available_20d,0.0,108
sentiment_available_45d,0.0,109
sentiment_available_60d,0.0,110
