feature,mean_abs_shap,importance_pct,rank
ext_fedfunds_level,0.4273085,10.98896,1
ext_us2y_level,0.26013893,6.689912,2
ext_us10y_level,0.21196088,5.4509325,3
ma_50_vs_200,0.1680544,4.321803,4
volatility_60d,0.1305676,3.3577666,5
month,0.13020967,3.3485618,6
macd_signal,0.12248694,3.1499586,7
ext_vix_level,0.11594304,2.981671,8
close_vs_ma_200,0.10716648,2.7559671,9
sentiment_mean_60d,0.10714068,2.7553036,10
news_count_60d,0.09420073,2.422531,11
sentiment_positive_ratio_30d,0.09063432,2.3308148,12
return_45d,0.08324489,2.140783,13
volatility_45d,0.08307046,2.1362972,14
return_30d,0.078082725,2.0080292,15
sentiment_mean_10d,0.06929693,1.7820878,16
macd_diff,0.067544654,1.737025,17
return_60d,0.06690133,1.7204808,18
volatility_15d,0.064941905,1.6700909,19
close_vs_ma_100,0.06234203,1.6032306,20
sentiment_positive_ratio_60d,0.062216002,1.5999897,21
ext_eurusd_return_1d,0.06186697,1.5910138,22
gap_return,0.0618608,1.590855,23
ma_20_vs_50,0.06120264,1.5739294,24
bollinger_position,0.0515037,1.3245047,25
sentiment_negative_ratio_45d,0.045559287,1.1716341,26
sentiment_positive_ratio_20d,0.043584064,1.1208379,27
rsi_28,0.040629014,1.0448438,28
sentiment_negative_ratio_60d,0.037238076,0.95764005,29
volatility_10d,0.03582432,0.921283,30
sentiment_momentum_20_60,0.035100374,0.9026655,31
sentiment_negative_ratio_20d,0.03469306,0.89219064,32
macd,0.032994144,0.84850013,33
volatility_30d,0.032832038,0.8443314,34
sentiment_mean_15d,0.031946786,0.82156557,35
sentiment_momentum_5_20,0.02760348,0.70987016,36
news_count_45d,0.025761494,0.6625004,37
sentiment_positive_ratio_10d,0.024590982,0.63239866,38
close_vs_ma_50,0.023756215,0.6109312,39
sentiment_mean_20d,0.022864107,0.58798915,40
close_vs_ma_20,0.0224335,0.5769154,41
sentiment_positive_ratio_45d,0.021070557,0.541865,42
sentiment_mean_5d,0.020447513,0.52584237,43
volatility_20d,0.020385968,0.5242596,44
volume_vs_ma20,0.020199606,0.519467,45
sentiment_negative_ratio_30d,0.020123437,0.5175082,46
ext_yield_curve_10y2y,0.019703146,0.5066997,47
range_pct,0.019655982,0.5054868,48
sentiment_momentum_15_45,0.019263403,0.49539095,49
return_20d,0.018552462,0.47710788,50
return_2d,0.016828444,0.43277186,51
sentiment_positive_ratio_15d,0.016753409,0.43084225,52
sentiment_momentum_10_30,0.016558718,0.42583543,53
close_vs_ma_60,0.014873079,0.38248634,54
sentiment_mean_30d,0.01460517,0.37559664,55
return_1d,0.013957238,0.35893396,56
news_count_30d,0.01392903,0.35820854,57
news_count_log_60d,0.013816646,0.35531843,58
ext_us2y_change_1d,0.012927762,0.33245924,59
ext_nasdaq100_return_5d,0.012895395,0.3316269,60
ext_sp500_return_5d,0.0128522655,0.33051774,61
return_15d,0.0127276555,0.32731318,62
ext_vix_change_5d,0.011565481,0.2974259,63
ext_vix_change_1d,0.011134655,0.2863465,64
sentiment_mean_45d,0.01082729,0.27844208,65
volatility_5d,0.010378291,0.2668953,66
close_vs_ma_45,0.0102456175,0.26348338,67
news_count_log_45d,0.010074118,0.259073,68
volume_change_1d,0.00923503,0.23749441,69
news_count_log_30d,0.008797848,0.22625153,70
news_count_5d,0.008464008,0.21766627,71
news_count_20d,0.0076312716,0.19625103,72
ext_eurusd_return_5d,0.007298545,0.18769442,73
sentiment_negative_ratio_5d,0.006884562,0.17704815,74
close_vs_ma_30,0.006835958,0.17579822,75
close_vs_ma_5,0.006136029,0.15779836,76
sentiment_negative_ratio_10d,0.0057971925,0.1490846,77
rsi_14,0.0054535056,0.14024611,78
sentiment_negative_ratio_15d,0.0051998897,0.13372394,79
return_10d,0.0043857927,0.11278807,80
return_5d,0.0043345536,0.11147037,81
sentiment_positive_ratio_5d,0.0034651416,0.08911198,82
close_vs_ma_15,0.0033301981,0.085641675,83
close_vs_ma_10,0.002610496,0.067133315,84
return_3d,0.002589513,0.06659371,85
news_count_log_5d,0.0025826555,0.06641735,86
intraday_return,0.0023330196,0.05999754,87
ext_sp500_return_1d,0.00232898,0.059893657,88
news_count_log_15d,0.0020577607,0.052918795,89
ext_us10y_change_1d,0.0018627883,0.047904752,90
news_count_10d,0.0015062921,0.03873685,91
news_count_15d,0.001286775,0.033091594,92
day_of_week,0.0009928509,0.025532838,93
ext_nasdaq100_return_1d,0.0006469563,0.016637575,94
news_count_1d,0.00056755886,0.014595736,95
sentiment_positive_ratio_1d,0.00025965177,0.006677384,96
news_count_log_1d,0.0,0.0,97
sentiment_available_5d,0.0,0.0,98
sentiment_available_1d,0.0,0.0,99
ext_fedfunds_change_5d,0.0,0.0,100
sentiment_mean_1d,0.0,0.0,101
sentiment_negative_ratio_1d,0.0,0.0,102
news_count_log_10d,0.0,0.0,103
sentiment_available_10d,0.0,0.0,104
sentiment_available_20d,0.0,0.0,105
sentiment_available_15d,0.0,0.0,106
sentiment_available_30d,0.0,0.0,107
news_count_log_20d,0.0,0.0,108
sentiment_available_45d,0.0,0.0,109
sentiment_available_60d,0.0,0.0,110
