feature,importance,rank
ext_us2y_level,0.026546,1
ext_us10y_level,0.025896143,2
month,0.02512116,3
ext_fedfunds_level,0.024428284,4
sentiment_mean_45d,0.023552855,5
volatility_30d,0.022256207,6
sentiment_mean_60d,0.021779813,7
sentiment_negative_ratio_60d,0.020228827,8
close_vs_ma_200,0.019048402,9
close_vs_ma_100,0.01850186,10
macd_signal,0.018434826,11
news_count_45d,0.018041797,12
ma_50_vs_200,0.01731627,13
sentiment_positive_ratio_60d,0.01681564,14
macd,0.0161853,15
close_vs_ma_50,0.0154999625,16
rsi_14,0.015495144,17
rsi_28,0.015429863,18
sentiment_negative_ratio_20d,0.015254474,19
sentiment_mean_20d,0.015042641,20
ext_yield_curve_10y2y,0.014502333,21
close_vs_ma_10,0.013603484,22
news_count_60d,0.013389884,23
news_count_log_45d,0.012972108,24
volatility_60d,0.012735049,25
volatility_45d,0.012601413,26
news_count_log_15d,0.012098865,27
sentiment_positive_ratio_45d,0.011702079,28
return_60d,0.01145351,29
ext_vix_level,0.011330306,30
ma_20_vs_50,0.011110494,31
sentiment_positive_ratio_20d,0.011065215,32
close_vs_ma_45,0.010263854,33
return_45d,0.010252411,34
volatility_15d,0.010188894,35
return_5d,0.010182273,36
macd_diff,0.010152587,37
volume_vs_ma20,0.010037808,38
return_2d,0.010006671,39
ext_nasdaq100_return_5d,0.009995027,40
ext_vix_change_5d,0.009929201,41
sentiment_negative_ratio_30d,0.009526761,42
news_count_30d,0.009412188,43
close_vs_ma_15,0.009366973,44
return_10d,0.009289302,45
sentiment_momentum_20_60,0.009221696,46
return_20d,0.009209417,47
sentiment_negative_ratio_15d,0.009205258,48
sentiment_negative_ratio_45d,0.009161892,49
close_vs_ma_20,0.008847033,50
news_count_log_10d,0.008780639,51
close_vs_ma_30,0.00877772,52
return_30d,0.008721593,53
sentiment_mean_30d,0.008664277,54
news_count_log_60d,0.008580488,55
ext_sp500_return_5d,0.008131693,56
sentiment_negative_ratio_10d,0.008076855,57
volatility_20d,0.008061582,58
volatility_10d,0.008005923,59
sentiment_positive_ratio_10d,0.007983237,60
volatility_5d,0.007928293,61
news_count_log_20d,0.0077765384,62
sentiment_momentum_10_30,0.0076334514,63
news_count_20d,0.00763223,64
sentiment_mean_10d,0.007624295,65
return_3d,0.007609517,66
news_count_15d,0.0075954883,67
close_vs_ma_5,0.00745499,68
news_count_5d,0.007422223,69
bollinger_position,0.0074137785,70
news_count_10d,0.0073438236,71
ext_fedfunds_change_5d,0.0071607498,72
sentiment_momentum_15_45,0.0069843205,73
volume_change_1d,0.006765949,74
return_15d,0.006703614,75
sentiment_positive_ratio_15d,0.0066604614,76
sentiment_momentum_5_20,0.0064985687,77
sentiment_mean_15d,0.006454652,78
ext_eurusd_return_5d,0.0063169827,79
ext_vix_change_1d,0.006291238,80
gap_return,0.006093974,81
ext_eurusd_return_1d,0.0060077393,82
sentiment_positive_ratio_30d,0.005928881,83
range_pct,0.0058485493,84
sentiment_negative_ratio_5d,0.0051439023,85
close_vs_ma_60,0.0050638956,86
sentiment_positive_ratio_5d,0.004739964,87
sentiment_negative_ratio_1d,0.0047119875,88
return_1d,0.004700514,89
ext_sp500_return_1d,0.00416666,90
day_of_week,0.0038427026,91
intraday_return,0.003006623,92
ext_nasdaq100_return_1d,0.0,93
ext_us10y_change_1d,0.0,94
sentiment_available_10d,0.0,95
sentiment_available_1d,0.0,96
news_count_log_5d,0.0,97
news_count_log_1d,0.0,98
sentiment_mean_5d,0.0,99
sentiment_available_5d,0.0,100
sentiment_positive_ratio_1d,0.0,101
news_count_1d,0.0,102
ext_us2y_change_1d,0.0,103
sentiment_mean_1d,0.0,104
sentiment_available_20d,0.0,105
sentiment_available_15d,0.0,106
sentiment_available_30d,0.0,107
news_count_log_30d,0.0,108
sentiment_available_45d,0.0,109
sentiment_available_60d,0.0,110
