feature,importance,rank
ext_fedfunds_level,0.06482134719861696,1
ext_us10y_level,0.05177133476428246,2
ext_us2y_level,0.045303951753366746,3
volatility_30d,0.04423357264720115,4
ma_50_vs_200,0.03781338844149723,5
sentiment_negative_ratio_60d,0.03247536986525948,6
volatility_60d,0.029502166890028648,7
ext_yield_curve_10y2y,0.027825770221385788,8
volatility_45d,0.02622595788821796,9
news_count_log_45d,0.025831812591867998,10
volatility_20d,0.02408700787110541,11
sentiment_mean_60d,0.023773581745560726,12
close_vs_ma_200,0.02318775934506275,13
news_count_log_60d,0.022890663621262224,14
news_count_45d,0.022151229318102046,15
news_count_60d,0.020773899349067697,16
month,0.019696761919432655,17
ext_vix_level,0.019595667136087222,18
sentiment_negative_ratio_45d,0.019292577790043494,19
macd_signal,0.016031053978456986,20
close_vs_ma_100,0.015590036460327082,21
macd,0.014575906944091992,22
sentiment_negative_ratio_30d,0.014485329097729401,23
volatility_15d,0.014202499621116502,24
sentiment_mean_45d,0.01399376137089668,25
sentiment_positive_ratio_60d,0.013494310840915662,26
sentiment_negative_ratio_20d,0.012183551713657521,27
news_count_log_30d,0.012016156380167013,28
sentiment_positive_ratio_45d,0.011902039890637227,29
return_60d,0.011879494542921223,30
rsi_28,0.01070393175394629,31
news_count_30d,0.010500283540804317,32
return_45d,0.010345018609604224,33
ma_20_vs_50,0.009166283976650083,34
macd_diff,0.0090750020769349,35
rsi_14,0.008432789605741006,36
sentiment_positive_ratio_30d,0.007419454440027965,37
close_vs_ma_60,0.007110500359092432,38
sentiment_mean_20d,0.006830402313558796,39
sentiment_mean_30d,0.006600359675750845,40
close_vs_ma_30,0.006298764904325077,41
sentiment_positive_ratio_20d,0.00628126846825932,42
sentiment_momentum_20_60,0.005950393953913083,43
close_vs_ma_10,0.0058957630790385,44
volatility_10d,0.005871121014491001,45
news_count_log_20d,0.0057954832948439675,46
bollinger_position,0.005712082447317514,47
return_20d,0.0056604915918394205,48
news_count_20d,0.0055892406355586045,49
return_30d,0.00554146377796779,50
sentiment_positive_ratio_15d,0.00548980361314943,51
return_5d,0.005413696020489701,52
close_vs_ma_45,0.005410856427505915,53
close_vs_ma_50,0.005095959817790104,54
news_count_15d,0.005047568287039495,55
news_count_log_15d,0.004904546067712513,56
volatility_5d,0.004680319914388015,57
volume_vs_ma20,0.004660696776661354,58
close_vs_ma_20,0.004618676907799322,59
sentiment_negative_ratio_15d,0.004456546542463394,60
sentiment_positive_ratio_10d,0.004079824420730456,61
return_15d,0.004032061209188236,62
sentiment_mean_10d,0.003734580238177175,63
close_vs_ma_15,0.003667734122148168,64
sentiment_mean_15d,0.00358453638460907,65
return_10d,0.0033181848535699583,66
sentiment_negative_ratio_10d,0.003255803175110978,67
ext_sp500_return_5d,0.003233304062355223,68
sentiment_momentum_15_45,0.0030651701977257037,69
ext_nasdaq100_return_5d,0.0030355752095443888,70
close_vs_ma_5,0.0029745149575779828,71
return_3d,0.0028614041788817923,72
news_count_10d,0.002701210380852919,73
ext_eurusd_return_5d,0.0023240199060673063,74
return_2d,0.0021737330508709097,75
sentiment_momentum_10_30,0.0021435073276349203,76
ext_vix_change_5d,0.001810061028593432,77
news_count_log_10d,0.0017142341107394918,78
news_count_5d,0.0016855954665186863,79
range_pct,0.0014489301823381782,80
sentiment_mean_5d,0.0014477288355613557,81
sentiment_momentum_5_20,0.0013412306584668005,82
volume_change_1d,0.001325697608227674,83
ext_fedfunds_change_5d,0.0013015957435429395,84
news_count_log_5d,0.001260522934850865,85
gap_return,0.0011466877034092447,86
sentiment_negative_ratio_5d,0.001060760995228153,87
ext_eurusd_return_1d,0.0010251115958940314,88
return_1d,0.0009963644378706389,89
intraday_return,0.0009814911330828335,90
sentiment_positive_ratio_5d,0.0008735920668562952,91
ext_nasdaq100_return_1d,0.0007777160378264407,92
ext_sp500_return_1d,0.0007264249922718871,93
ext_vix_change_1d,0.0005797015810866874,94
ext_us2y_change_1d,0.0005532624585829396,95
sentiment_mean_1d,0.0005214303833230856,96
ext_us10y_change_1d,0.0004177821136118276,97
day_of_week,0.00017050390540431046,98
sentiment_negative_ratio_1d,0.00015818755104726623,99
news_count_log_1d,0.00013519661152440647,100
sentiment_positive_ratio_1d,8.438478492205073e-05,101
news_count_1d,4.396917430135193e-05,102
sentiment_available_1d,3.376276899237783e-05,103
sentiment_available_5d,2.6178367849259468e-05,104
sentiment_available_10d,0.0,105
sentiment_available_15d,0.0,106
sentiment_available_30d,0.0,107
sentiment_available_20d,0.0,108
sentiment_available_45d,0.0,109
sentiment_available_60d,0.0,110
