feature,importance,rank
news_count_log_10d,0.023422983,1
sentiment_momentum_10_30,0.019695325,2
sentiment_mean_10d,0.01793569,3
sentiment_positive_ratio_60d,0.01641677,4
sentiment_negative_ratio_20d,0.014676548,5
sentiment_mean_20d,0.013829876,6
close_vs_ma_100,0.013829519,7
rsi_28,0.013761846,8
sentiment_positive_ratio_45d,0.013376095,9
sentiment_positive_ratio_30d,0.01333684,10
news_count_log_45d,0.013141849,11
return_45d,0.0128233265,12
volatility_30d,0.012293322,13
close_vs_ma_60,0.012195326,14
return_20d,0.012037574,15
sentiment_mean_15d,0.012005952,16
sentiment_momentum_5_20,0.011982683,17
sentiment_positive_ratio_20d,0.011958816,18
volatility_45d,0.011922468,19
sentiment_positive_ratio_10d,0.011644753,20
news_count_15d,0.011631913,21
sentiment_negative_ratio_15d,0.011597266,22
sentiment_momentum_20_60,0.011584383,23
volatility_15d,0.011536063,24
ma_20_vs_50,0.011404339,25
ext_us2y_level,0.011403966,26
month,0.011380394,27
news_count_5d,0.011350534,28
news_count_45d,0.01092801,29
sentiment_mean_60d,0.010924247,30
return_15d,0.01092116,31
macd_diff,0.010826668,32
news_count_log_15d,0.01076241,33
volatility_60d,0.010597153,34
rsi_14,0.010559015,35
volatility_20d,0.010510966,36
ext_yield_curve_10y2y,0.010507398,37
sentiment_negative_ratio_10d,0.010380758,38
ext_us10y_level,0.010376056,39
ma_50_vs_200,0.010298492,40
close_vs_ma_20,0.010255029,41
sentiment_negative_ratio_30d,0.010180955,42
close_vs_ma_15,0.010177177,43
ext_us2y_change_1d,0.010082579,44
close_vs_ma_45,0.010031251,45
news_count_log_20d,0.00990865,46
ext_fedfunds_level,0.009649897,47
news_count_log_60d,0.009628519,48
sentiment_mean_5d,0.009559443,49
bollinger_position,0.009554381,50
news_count_60d,0.00951712,51
return_30d,0.00951229,52
sentiment_negative_ratio_60d,0.0094656,53
news_count_20d,0.009365365,54
close_vs_ma_50,0.009293682,55
close_vs_ma_30,0.0092631215,56
sentiment_negative_ratio_45d,0.009252179,57
return_60d,0.00921963,58
sentiment_momentum_15_45,0.009184496,59
volatility_10d,0.009168754,60
ext_vix_level,0.009094251,61
macd_signal,0.009039754,62
news_count_log_30d,0.009029734,63
news_count_30d,0.008919738,64
close_vs_ma_10,0.008842802,65
close_vs_ma_200,0.008781306,66
return_5d,0.008698711,67
volatility_5d,0.008511367,68
news_count_1d,0.008508018,69
ext_fedfunds_change_5d,0.008497692,70
sentiment_mean_30d,0.008264991,71
return_10d,0.008218231,72
range_pct,0.008172072,73
sentiment_mean_45d,0.008140291,74
ext_us10y_change_1d,0.008110593,75
intraday_return,0.008039467,76
ext_sp500_return_5d,0.008035787,77
ext_vix_change_1d,0.007978111,78
ext_vix_change_5d,0.007900954,79
macd,0.007846205,80
sentiment_positive_ratio_15d,0.007811479,81
ext_eurusd_return_5d,0.007525485,82
return_3d,0.007495869,83
gap_return,0.0074609634,84
volume_change_1d,0.007391678,85
return_2d,0.007383274,86
close_vs_ma_5,0.0073164017,87
ext_nasdaq100_return_5d,0.007225459,88
sentiment_positive_ratio_1d,0.007189207,89
ext_sp500_return_1d,0.0070604836,90
day_of_week,0.0070079113,91
news_count_log_5d,0.0068422966,92
ext_nasdaq100_return_1d,0.006795145,93
news_count_10d,0.0066730874,94
sentiment_mean_1d,0.006555721,95
sentiment_positive_ratio_5d,0.006481701,96
return_1d,0.0061643925,97
volume_vs_ma20,0.0059341197,98
ext_eurusd_return_1d,0.005833662,99
sentiment_negative_ratio_5d,0.005182937,100
sentiment_negative_ratio_1d,0.0,101
sentiment_available_5d,0.0,102
sentiment_available_10d,0.0,103
sentiment_available_1d,0.0,104
news_count_log_1d,0.0,105
sentiment_available_15d,0.0,106
sentiment_available_30d,0.0,107
sentiment_available_20d,0.0,108
sentiment_available_45d,0.0,109
sentiment_available_60d,0.0,110
