feature,mean_abs_shap,importance_pct,rank
sentiment_momentum_10_30,0.18244313,6.1234317,1
close_vs_ma_100,0.17089069,5.735691,2
sentiment_positive_ratio_30d,0.13271639,4.4544277,3
ext_fedfunds_level,0.118537635,3.9785392,4
ma_50_vs_200,0.104489036,3.5070188,5
volatility_30d,0.093812086,3.148663,6
ext_us10y_level,0.08928791,2.9968154,7
macd_signal,0.082870044,2.7814095,8
volatility_45d,0.07701515,2.5848987,9
ext_yield_curve_10y2y,0.076021746,2.5515566,10
volatility_10d,0.06812253,2.2864313,11
return_45d,0.06410653,2.1516404,12
return_15d,0.06319166,2.1209338,13
volatility_5d,0.06275193,2.106175,14
sentiment_positive_ratio_60d,0.056546763,1.8979079,15
volatility_15d,0.05101675,1.7123011,16
ma_20_vs_50,0.046019327,1.5445702,17
sentiment_mean_20d,0.044328332,1.4878144,18
bollinger_position,0.043302823,1.4533948,19
sentiment_momentum_5_20,0.04327389,1.4524236,20
volume_change_1d,0.04154222,1.3943027,21
sentiment_negative_ratio_20d,0.04118757,1.3823994,22
sentiment_momentum_20_60,0.040144924,1.3474045,23
rsi_28,0.039947238,1.3407695,24
ext_vix_change_1d,0.039718326,1.3330865,25
close_vs_ma_30,0.037215028,1.249067,26
close_vs_ma_60,0.037199732,1.2485536,27
macd_diff,0.036937624,1.2397563,28
return_10d,0.035858203,1.2035271,29
close_vs_ma_50,0.035665467,1.1970582,30
ext_us10y_change_1d,0.035183176,1.1808709,31
range_pct,0.035037834,1.1759927,32
sentiment_positive_ratio_20d,0.034521397,1.1586592,33
return_2d,0.034478948,1.1572345,34
sentiment_mean_60d,0.033876117,1.1370014,35
close_vs_ma_200,0.032489326,1.0904558,36
sentiment_negative_ratio_45d,0.03188365,1.0701271,37
ext_us2y_level,0.031447403,1.0554852,38
ext_vix_level,0.029014817,0.9738391,39
return_60d,0.026142398,0.8774307,40
return_3d,0.025687082,0.8621486,41
volume_vs_ma20,0.024549136,0.8239551,42
volatility_60d,0.023822583,0.7995695,43
month,0.022965647,0.77080774,44
intraday_return,0.021816377,0.7322342,45
sentiment_positive_ratio_10d,0.021667978,0.72725344,46
return_5d,0.020727536,0.69568884,47
volatility_20d,0.020525586,0.6889107,48
close_vs_ma_45,0.020085242,0.6741312,49
ext_vix_change_5d,0.020080166,0.67396086,50
sentiment_momentum_15_45,0.020028422,0.6722241,51
sentiment_positive_ratio_45d,0.019017614,0.6382979,52
rsi_14,0.017390331,0.58368057,53
close_vs_ma_20,0.01619192,0.5434577,54
sentiment_mean_45d,0.016128648,0.54133403,55
ext_nasdaq100_return_5d,0.015068905,0.5057653,56
news_count_30d,0.014842087,0.49815258,57
ext_eurusd_return_5d,0.014388418,0.48292583,58
return_20d,0.014090997,0.47294334,59
close_vs_ma_10,0.013351926,0.44813746,60
return_30d,0.0132272,0.44395128,61
ext_sp500_return_1d,0.012127677,0.40704742,62
news_count_60d,0.011692964,0.39245692,63
close_vs_ma_15,0.010434246,0.35020992,64
sentiment_mean_15d,0.010245163,0.34386364,65
return_1d,0.00994637,0.33383507,66
sentiment_mean_30d,0.009739851,0.32690358,67
ext_sp500_return_5d,0.008810387,0.29570752,68
macd,0.008399691,0.28192312,69
ext_eurusd_return_1d,0.008085176,0.2713669,70
close_vs_ma_5,0.0076497053,0.25675097,71
day_of_week,0.0075992187,0.25505644,72
news_count_45d,0.007408242,0.24864662,73
ext_fedfunds_change_5d,0.0072196317,0.24231619,74
gap_return,0.0068604425,0.23026052,75
news_count_20d,0.006761099,0.22692622,76
sentiment_negative_ratio_30d,0.006334872,0.21262054,77
sentiment_mean_5d,0.006033249,0.20249702,78
sentiment_mean_10d,0.0058678044,0.1969441,79
news_count_log_60d,0.0057447865,0.1928152,80
news_count_log_30d,0.005592288,0.18769681,81
sentiment_positive_ratio_1d,0.0054175537,0.18183212,82
sentiment_negative_ratio_10d,0.0045964257,0.15427217,83
sentiment_positive_ratio_15d,0.0038927447,0.13065417,84
news_count_1d,0.0036097849,0.12115706,85
news_count_15d,0.0031024942,0.104130596,86
ext_nasdaq100_return_1d,0.0028281782,0.094923586,87
ext_us2y_change_1d,0.0028251514,0.094822,88
sentiment_negative_ratio_60d,0.0027263938,0.091507345,89
news_count_log_45d,0.0018803675,0.06311173,90
sentiment_negative_ratio_5d,0.0018199524,0.06108399,91
news_count_10d,0.0015424561,0.051770244,92
news_count_log_20d,0.0013973592,0.04690028,93
sentiment_positive_ratio_5d,0.0013016384,0.043687556,94
news_count_log_15d,0.0010313311,0.034615092,95
news_count_5d,0.0009899996,0.033227865,96
news_count_log_10d,0.000643498,0.021598052,97
sentiment_mean_1d,0.0006412751,0.021523442,98
sentiment_negative_ratio_15d,0.00044519058,0.014942158,99
news_count_log_5d,0.00029211462,0.009804392,100
sentiment_negative_ratio_1d,0.0,0.0,101
sentiment_available_5d,0.0,0.0,102
sentiment_available_10d,0.0,0.0,103
sentiment_available_1d,0.0,0.0,104
news_count_log_1d,0.0,0.0,105
sentiment_available_15d,0.0,0.0,106
sentiment_available_30d,0.0,0.0,107
sentiment_available_20d,0.0,0.0,108
sentiment_available_45d,0.0,0.0,109
sentiment_available_60d,0.0,0.0,110
