feature,mean_abs_shap,importance_pct,rank
ext_fedfunds_level,0.69348776,14.057434,1
ma_50_vs_200,0.6734312,13.650875,2
ext_us2y_level,0.6682896,13.546652,3
ext_us10y_level,0.27109516,5.49527,4
close_vs_ma_200,0.20427878,4.1408596,5
ext_vix_level,0.20366561,4.1284304,6
volatility_60d,0.13680562,2.7731364,7
close_vs_ma_100,0.12780266,2.5906405,8
sentiment_mean_45d,0.1239823,2.5131996,9
volatility_30d,0.11034381,2.2367387,10
month,0.104351215,2.115265,11
return_60d,0.09917667,2.0103736,12
sentiment_momentum_10_30,0.098055564,1.9876482,13
volatility_20d,0.089362875,1.8114418,14
ext_yield_curve_10y2y,0.07483399,1.5169321,15
volatility_45d,0.07228348,1.4652317,16
sentiment_negative_ratio_60d,0.06571193,1.3320222,17
macd_signal,0.061650816,1.2497009,18
sentiment_mean_60d,0.05984167,1.2130284,19
ma_20_vs_50,0.059772972,1.2116358,20
sentiment_momentum_15_45,0.058398306,1.1837705,21
sentiment_momentum_20_60,0.0539449,1.0934972,22
ext_sp500_return_5d,0.048302922,0.97913074,23
news_count_60d,0.042526428,0.8620375,24
sentiment_positive_ratio_45d,0.041287944,0.83693266,25
return_20d,0.039714824,0.80504453,26
return_45d,0.03880623,0.7866267,27
return_10d,0.032268427,0.6541014,28
volatility_15d,0.0306591,0.6214793,29
volatility_10d,0.03054257,0.61911714,30
macd_diff,0.027699657,0.56148946,31
intraday_return,0.025750054,0.52196985,32
close_vs_ma_10,0.025260583,0.51204795,33
close_vs_ma_60,0.024663493,0.49994457,34
macd,0.023781408,0.48206413,35
ext_nasdaq100_return_5d,0.023634013,0.47907633,36
return_3d,0.02073711,0.4203543,37
close_vs_ma_5,0.020092795,0.40729362,38
return_15d,0.017845288,0.36173522,39
bollinger_position,0.01767888,0.35836202,40
close_vs_ma_30,0.016912406,0.34282514,41
ext_fedfunds_change_5d,0.015831208,0.32090858,42
return_5d,0.01337723,0.2711649,43
sentiment_negative_ratio_30d,0.013369427,0.27100673,44
sentiment_mean_30d,0.012504176,0.25346753,45
rsi_28,0.012181719,0.24693112,46
sentiment_positive_ratio_60d,0.011785267,0.23889479,47
rsi_14,0.010978192,0.22253487,48
return_30d,0.009532908,0.19323806,49
news_count_45d,0.009162583,0.18573135,50
sentiment_mean_15d,0.008500205,0.17230453,51
news_count_log_45d,0.008393021,0.17013183,52
news_count_15d,0.008381016,0.16988848,53
sentiment_negative_ratio_45d,0.008286927,0.16798124,54
news_count_30d,0.007888508,0.15990503,55
volume_vs_ma20,0.0078245215,0.15860799,56
gap_return,0.0072832825,0.14763673,57
close_vs_ma_50,0.006872035,0.13930048,58
day_of_week,0.0067741983,0.13731727,59
sentiment_positive_ratio_30d,0.006659071,0.13498357,60
range_pct,0.0064294813,0.13032964,61
ext_sp500_return_1d,0.0054191547,0.109849684,62
sentiment_mean_10d,0.00540953,0.10965458,63
news_count_log_60d,0.005261615,0.106656246,64
news_count_20d,0.0050728563,0.10282999,65
ext_vix_change_5d,0.0046979543,0.0952305,66
ext_eurusd_return_5d,0.0046120225,0.093488604,67
sentiment_momentum_5_20,0.0044166283,0.08952784,68
sentiment_mean_1d,0.0043689655,0.088561684,69
news_count_log_30d,0.003973159,0.08053844,70
close_vs_ma_45,0.003818518,0.07740377,71
news_count_5d,0.003332267,0.06754716,72
sentiment_negative_ratio_10d,0.0030909672,0.06265586,73
return_1d,0.0026956736,0.054643005,74
close_vs_ma_20,0.002656567,0.05385029,75
volatility_5d,0.0026331733,0.053376082,76
sentiment_negative_ratio_15d,0.0025338768,0.05136328,77
sentiment_positive_ratio_20d,0.002520094,0.051083893,78
sentiment_mean_20d,0.002445412,0.049570046,79
news_count_1d,0.0018140974,0.0367729,80
close_vs_ma_15,0.0015925056,0.032281093,81
news_count_log_1d,0.001392431,0.028225454,82
ext_nasdaq100_return_1d,0.0013477092,0.027318915,83
sentiment_negative_ratio_5d,0.0012154724,0.024638392,84
return_2d,0.0011639241,0.023593476,85
news_count_10d,0.0011588089,0.023489788,86
news_count_log_20d,0.0011275195,0.022855531,87
ext_us2y_change_1d,0.0007130771,0.014454522,88
ext_vix_change_1d,0.00067567924,0.013696444,89
news_count_log_15d,0.0005120219,0.010379006,90
volume_change_1d,0.00044499614,0.009020353,91
ext_us10y_change_1d,0.00038309256,0.007765528,92
sentiment_positive_ratio_1d,0.0,0.0,93
sentiment_negative_ratio_1d,0.0,0.0,94
sentiment_positive_ratio_15d,0.0,0.0,95
sentiment_available_10d,0.0,0.0,96
news_count_log_10d,0.0,0.0,97
sentiment_positive_ratio_10d,0.0,0.0,98
sentiment_positive_ratio_5d,0.0,0.0,99
sentiment_mean_5d,0.0,0.0,100
news_count_log_5d,0.0,0.0,101
sentiment_available_5d,0.0,0.0,102
sentiment_available_1d,0.0,0.0,103
ext_eurusd_return_1d,0.0,0.0,104
sentiment_available_15d,0.0,0.0,105
sentiment_negative_ratio_20d,0.0,0.0,106
sentiment_available_30d,0.0,0.0,107
sentiment_available_20d,0.0,0.0,108
sentiment_available_45d,0.0,0.0,109
sentiment_available_60d,0.0,0.0,110
