feature,importance,rank
ext_us2y_level,0.023993704,1
ext_us10y_level,0.023319365,2
ma_50_vs_200,0.022870306,3
close_vs_ma_200,0.02243808,4
news_count_20d,0.021807292,5
ext_fedfunds_level,0.020144157,6
news_count_log_45d,0.018408613,7
news_count_15d,0.018229157,8
return_60d,0.017969059,9
month,0.017758364,10
news_count_log_30d,0.017584773,11
sentiment_positive_ratio_45d,0.017259998,12
sentiment_momentum_10_30,0.01718798,13
ext_vix_level,0.017052859,14
news_count_log_15d,0.016628502,15
sentiment_mean_45d,0.015991697,16
rsi_14,0.015754042,17
macd_signal,0.015596537,18
ext_yield_curve_10y2y,0.015396524,19
sentiment_momentum_5_20,0.015012789,20
volatility_30d,0.014938504,21
news_count_45d,0.014706955,22
sentiment_positive_ratio_60d,0.014102686,23
sentiment_negative_ratio_10d,0.014026763,24
sentiment_positive_ratio_20d,0.013968395,25
volatility_60d,0.013954242,26
sentiment_negative_ratio_60d,0.013940657,27
volatility_45d,0.01384095,28
sentiment_mean_20d,0.013762969,29
close_vs_ma_100,0.013665157,30
ma_20_vs_50,0.013175499,31
rsi_28,0.013088229,32
sentiment_mean_30d,0.012862761,33
news_count_30d,0.0127704,34
news_count_60d,0.012518381,35
news_count_log_20d,0.012271784,36
close_vs_ma_60,0.012081212,37
sentiment_negative_ratio_45d,0.011399055,38
close_vs_ma_50,0.011310357,39
sentiment_mean_15d,0.011119874,40
sentiment_mean_60d,0.010765304,41
macd,0.010700886,42
return_15d,0.0101313405,43
sentiment_momentum_20_60,0.009973196,44
close_vs_ma_30,0.009813765,45
return_45d,0.009692037,46
sentiment_negative_ratio_15d,0.009414504,47
news_count_10d,0.009381165,48
sentiment_positive_ratio_30d,0.009347918,49
volatility_20d,0.009285384,50
return_5d,0.009170904,51
sentiment_momentum_15_45,0.0084616225,52
sentiment_negative_ratio_5d,0.008273604,53
ext_nasdaq100_return_5d,0.008201691,54
close_vs_ma_45,0.008197946,55
volatility_15d,0.008127798,56
return_10d,0.008106213,57
close_vs_ma_20,0.0077656195,58
news_count_5d,0.007708232,59
macd_diff,0.007677963,60
news_count_log_1d,0.007664115,61
close_vs_ma_10,0.0076217046,62
volatility_10d,0.0075799003,63
ext_fedfunds_change_5d,0.0074553383,64
ext_sp500_return_5d,0.0073761367,65
volatility_5d,0.0072883093,66
close_vs_ma_5,0.0071950937,67
sentiment_mean_1d,0.007193319,68
sentiment_mean_10d,0.0071924776,69
return_30d,0.0071716635,70
return_20d,0.0071021253,71
return_1d,0.007018029,72
news_count_1d,0.0067705372,73
ext_vix_change_1d,0.0067581297,74
return_3d,0.0067113293,75
return_2d,0.0064619267,76
sentiment_negative_ratio_30d,0.006202491,77
news_count_log_60d,0.006017839,78
volume_vs_ma20,0.005594014,79
bollinger_position,0.00558547,80
range_pct,0.00535388,81
close_vs_ma_15,0.0050313068,82
day_of_week,0.0047489475,83
intraday_return,0.0044218204,84
ext_us2y_change_1d,0.004385456,85
ext_us10y_change_1d,0.003998151,86
gap_return,0.0038633463,87
ext_sp500_return_1d,0.0037920338,88
ext_eurusd_return_5d,0.0036820464,89
ext_nasdaq100_return_1d,0.0035486147,90
ext_vix_change_5d,0.003100493,91
volume_change_1d,0.0020082423,92
sentiment_positive_ratio_1d,0.0,93
sentiment_negative_ratio_1d,0.0,94
sentiment_positive_ratio_15d,0.0,95
sentiment_available_10d,0.0,96
news_count_log_10d,0.0,97
sentiment_positive_ratio_10d,0.0,98
sentiment_positive_ratio_5d,0.0,99
sentiment_mean_5d,0.0,100
news_count_log_5d,0.0,101
sentiment_available_5d,0.0,102
sentiment_available_1d,0.0,103
ext_eurusd_return_1d,0.0,104
sentiment_available_15d,0.0,105
sentiment_negative_ratio_20d,0.0,106
sentiment_available_30d,0.0,107
sentiment_available_20d,0.0,108
sentiment_available_45d,0.0,109
sentiment_available_60d,0.0,110
